PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Kim, Jae Young; Kim, Sung-O; Wei, Yanzhang; Li, Jinhua								A flexible cold microplasma jet using biocompatible dielectric tubes for cancer therapy								APPLIED PHYSICS LETTERS				96	20					203701	10.1063/1.3431392			MAY 17 2010	2010	This paper describes a flexible microplasma jet device using a Tygon (R) S-54-HL tube as a biocompatible tube and its potential in developing cancer therapies. The optical and physical properties of the plasma jets and preliminary apoptosis data of cultured murine tumor cells and nontumor fibroblast cells treated with these plasma jets are presented. Microplasma jets were observed to induce apoptosis in cultured murine cells in a dose-dependent manner. The murine melanoma tumor cells were more sensitive to plasma treatment than fibroblast cells. These features allow the direct and precise application of this microplasma jet device to tumor cells. (C) 2010 American Institute of Physics. [doi:10.1063/1.3431392]									51	3	0	10	0	53			0003-6951			WOS:000277969700076		
J	Miller, Shelie A.				Miller, Shelie/B-8177-2015				Minimizing Land Use and Nitrogen Intensity of Bioenergy								ENVIRONMENTAL SCIENCE & TECHNOLOGY				44	10			3932	3939		10.1021/es902405a			MAY 15 2010	2010	The environmental impacts of bioenergy products have received a great deal of attention. Life cycle analysis (LCA) is a widely accepted method to quantify the environmental impacts of products. Conducting comprehensive LCAs for every possible bioenergy alternative is difficult because of the sheer magnitude of potential biomass sources and energy end products. The scopes of LCAs are often simplified to compare multiple products on the basis of greenhouse gas emissions and net energy balances, and may neglect equally important considerations such as nitrogen and land use. This study determines the most desirable energy crops on the basis of nitrogen and land use. The theoretical minimum nitrogen and land use requirements of fourteen bioenergy feedstocks are evaluated. These results can help prioritize certain feedstock crops for more in-depth life cycle analyses and can be used to inform policies on dedicated energy crops. The results of the study indicate that sugar cane has the best nitrogen and land use profile of the analyzed feedstocks. Sugar cane is the largest contributor to bioenergy production worldwide and is an effective policy choice from a nutrient and land use perspective. Conversely, soybeans and rapeseed are the least effective biomass sources with respect to land use and nitrogen requirements, yet these crops are also used to meet biofuel production targets worldwide. These results indicate current energy policies either do not consider or undervalue nitrogen and land use impacts, which could lead to unsustainable recommendations. Interestingly, when both nitrogen and land intensity are taken into account, reasonably small differences are seen between the remainder of the analyzed feedstocks, indicating an inherent trade-off between energy yield and nitrogen impacts.									35	0	0	17	1	35			0013-936X			WOS:000277499500046	20420363	
J	Sivils, Jeffrey C.; Gonzalez, Iven; Bain, Lisa J.								Mice lacking Mrp1 have reduced testicular steroid hormone levels and alterations in steroid biosynthetic enzymes								GENERAL AND COMPARATIVE ENDOCRINOLOGY				167	1			51	59		10.1016/j.ygcen.2010.02.019			MAY 15 2010	2010	The multidrug resistance-associated protein 1 (MRP1/ABCC1) is a member of the ABC active transporter family that can transport several steroid hormone conjugates, including 17 beta-estradiol glucuronide, dehydroepiandrosterone sulfate (DHEAS), and estrone 3-sulfate. The present study investigated the role that MRP1 plays in maintaining proper hormone levels in the serum and testes. Serum and testicular steroid hormone levels were examined in both wild-type mice and Mrp1 null mice. Serum testosterone levels were reduced 5-fold in mice lacking Mrp1, while testicular androstenedione, testosterone, estradiol, and dehydroepiandrosterone (DHEA) were significantly reduced by 1.7- to 4.5-fold in Mrp1 knockout mice. Investigating the mechanisms responsible for the reduction in steroid hormones in Mrp1-/- mice revealed no differences in the expression or activity of enzymes that inactivate steroids, the sulfotransferases or glucuronosyltransferases. However, steroid biosynthetic enzyme levels in the testes were altered. Cyp17 protein levels were increased by 1.6-fold, while Cyp17 activity using progesterone as a substrate was also increased by 1.4- to 2.0-fold in mice lacking Mrp1. Additionally, the ratio of 17 beta-hydroxysteroid dehydrogenase to 3 beta-hydroxysteroid dehydrogenase, and steroidogenic factor 1 to 3 beta-hydroxysteroid dehydrogenase were significantly increased in the testes of Mrp1-/- mice. These results indicate that Mrp1-/- mice have lowered steroid hormones levels, and suggests that upregulation of steroid biosynthetic enzymes may be an attempt to maintain proper steroid hormone homeostasis. (C) 2010 Elsevier Inc. All rights reserved.									7	0	0	6	0	7			0016-6480	1095-6840		WOS:000277643800008	20178799	
J	Zhang, Jack Z.; Liu, Zhiming; Goodwin, James G., Jr.								The effect of low concentrations of CO on H-2 adsorption and activation on Pt/C. Part 1: In the absence of humidity								JOURNAL OF POWER SOURCES				195	10	SI		3060	3068		10.1016/j.jpowsour.2009.11.124			MAY 15 2010	2010	The presence of CO in the H-2-rich gas used as fuel for hydrogen fuel cells has a detrimental effect on PEMFC performance and durability at conventional operating conditions. This paper reports on an investigation of the effect of CO on H-2 activation on a fuel cell Pt/C catalyst close to typical PEMFC operating conditions using H-2-D-2 exchange as a probe reaction and to measure hydrogen surface coverage. While normally limited by equilibrium in the absence of impurities on Pt at typical fuel cell operating temperatures, the presence of ppm concentrations of CO increased the apparent activation energy (E-a) of H-2-D-2 exchange reaction (representing H-2 activation) from approximately 4.5-5.3 kcal mole(-1) (Bernasek and Somorjai (1975)[24], Montano et al. (2006) [25]) (in the absence of CO) to 19.3-19.7 kcal mole(-1) (in the presence of 10-70 ppm CO), similar to those reported by Montano et al. (2006) [25]. Calculations based on measurements indicate a CO surface coverage of approximately 0.55 ML at 80 degrees C in H-2 with 70 ppm CO, which coincide very well with surface science results reported by Longwitz et al. (2004) [5]. In addition, surface coverages of hydrogen in the presence of CO suggest a limiting effect on hydrogen spillover by CO. Regeneration of Pt/C at 80 degrees C in H-2 after CO exposure showed only a partial recovery of Pt sites. However, enough CO-free Pt sites existed to easily achieve equilibrium conversion for H-2-D-2 exchange. This paper establishes the baseline and methodology for a series of future studies where the additional effects of Nafion and humidity will be investigated. (C) 2010 Elsevier B.V. All rights reserved.									13	0	0	0	0	13			0378-7753			WOS:000275074200003		
J	Huang, Chenguang; Zhu, Lin								Enhanced optical forces in 2D hybrid and plasmonic waveguides								OPTICS LETTERS				35	10			1563	1565					MAY 15 2010	2010	We investigate the optical gradient force in 2D hybrid and plasmonic waveguides. By comparing with conventional dielectric waveguides, we show that the optical force can be enhanced by at least 1 order of magnitude in the hybrid and plasmonic waveguides due to strongly enhanced optical fields at the waveguide surfaces. We compare coupled plasmonic waveguides with different geometries, including rectangular, circular, and triangular cross sections and find that the rectangular waveguides provide the strongest force. We also show that the plasmonic enhancement is nonresonant and thus can be used for a broad range of wavelengths. (c) 2010 Optical Society of America									18	0	0	1	0	18			0146-9592			WOS:000277773400024	20479809	
J	Levin, A. J.; Black, M. R.; Dresselhaus, M. S.; Reppert, J.; Rao, A. M.								Reply to "Comment on 'Indirect L to T point optical transition in bismuth nanowires' "								PHYSICAL REVIEW B				81	19					197102	10.1103/PhysRevB.81.197102			MAY 15 2010	2010	In the preceding Comment, the authors raise several questions regarding the properties of bismuth nanowire samples studied in the experimental section of Phys. Rev. B 79, 165117 (2009) and the interpretation of the resulting infrared spectra. We address their concerns by discussing each sample in detail and providing additional relevant information.									1	0	0	0	0	1			1098-0121			WOS:000278142000136		
J	Singh, Manoj Kumar; Dominy, Brian N.								Thermodynamic resolution: How do errors in modeled protein structures affect binding affinity predictions?								PROTEINS-STRUCTURE FUNCTION AND BIOINFORMATICS				78	7			1613	1617		10.1002/prot.22691			MAY 15 2010	2010	The present study addresses the effect of structural distortion, caused by protein modeling errors, on calculated binding affinities toward small molecules. The binding affinities to a total of 300 distorted structures based on five different protein ligand complexes were evaluated to establish a broadly applicable relationship between errors in protein structure and errors in calculated binding affinities. Relatively accurate protein models (less than 2 angstrom RMSD within the binding site) demonstrate a 14.78 (+/- 7.5)% deviation in binding affinity from that calculated by using the corresponding crystal structure. For structures of 2-3 angstrom, 3-4 angstrom, and >4 angstrom RMSD within the binding site, the error in calculated binding affinity increases to 20.8 (+/- 5.98), 22.79 (+/- 11.3), and 29.43 (+/- 11.47)%, respectively. The results described here may be used in combination with other tools to evaluate the utility of modeled protein structures for drug development or other ligand-binding studies.									3	0	0	2	0	3			0887-3585			WOS:000277302300001	20201067	
J	Fan, Guoqing; Manson, J. R.				DONOSTIA INTERNATIONAL PHYSICS CTR., DIPC/C-3171-2014				Calculations of the energy accommodation coefficient for gas-surface interactions								CHEMICAL PHYSICS				370	1-3			175	179		10.1016/j.chemphys.2009.12.018			MAY 12 2010	2010	Calculations are carried out for the energy accommodation coefficient at a gas-surface interface using a recently developed classical mechanical theory of atom-surface collisions that includes both direct scattering and trapping-desorption processes in the physisorption well of the interaction potential. Full three-dimensional calculations are compared with the available data for the accommodation of rare gases at a tungsten surface and reasonable agreement is found for the heavier gases for which classical physics is expected to be valid at all measured temperatures. (C) 2010 Elsevier B.V. All rights reserved.									2	0	0	0	0	2			0301-0104			WOS:000277468900024		
J	Li, Fang; Li, Jianing; Wen, Xuejun; Zhou, Shenghu; Tong, Xiaowen; Su, Pingping; Li, Hong; Shi, Donglu								Anti-tumor activity of paclitaxel-loaded chitosan nanoparticles: An in vitro study (vol 29, pg 2392, 2009)								MATERIALS SCIENCE & ENGINEERING C-MATERIALS FOR BIOLOGICAL APPLICATIONS				30	4			644	644		10.1016/j.msec.2010.01.014			MAY 10 2010	2010										0	0	0	0	0	0			0928-4931			WOS:000277312600022		
J	Dragic, P.; Law, P-C.; Ballato, J.; Hawkins, T.; Foy, P.								Brillouin spectroscopy of YAG-derived optical fibers								OPTICS EXPRESS				18	10			10055	10067		10.1364/OE.18.010055			MAY 10 2010	2010	We present Brillouin spectroscopy of YAG-derived optical fibers. It is found that the addition of yttria and alumina both tend to raise the acoustic velocity when added to silica, with the change due to yttria being much weaker. The temperature-dependence of the Stokes's shift in the YAG-derived fibers is also measured, disclosing a lesser temperature dependence than conventional Ge-doped fibers. These fibers are found experimentally to have a substantially larger acoustic attenuation coefficient relative to that of bulk silica, and assuming a photoelastic constant of amorphous YAG similar to that of pure crystalline YAG, a much-reduced Brillouin gain coefficient as a result. A 40 weight percent yttria and alumina fiber has a Brillouin gain coefficient estimated to be roughly one sixth of pure silica. We also show that the addition of Er to the YAG-derived system decreases the acoustic velocity and broadens the Brillouin spectrum. (C)2010 Optical Society of America									22	0	0	0	0	22			1094-4087			WOS:000277560000031	20588859	
