PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Odle-Dusseau, Heather N.; Herleman, Hai Ley A.; Britt, Thomas W.; Moore, DeWayne D.; Castro, Carl A.; McGurk, Dennis								Family-Supportive Work Environments and Psychological Strain: A Longitudinal Test of Two Theories								JOURNAL OF OCCUPATIONAL HEALTH PSYCHOLOGY				18	1			27	36		10.1037/a0030803			JAN 2013	2013	Based on the Job Demands-Resources (JDR) model (E. Demerouti, A. B. Bakker, F. Nachreiner, & W. B. Schaufeli, 2001, The job demands-resources model of burnout. Journal of Applied Psychology, 86, 499-512) and Conservation of Resources (COR) theory (S. E. Hobfoll, 2002, Social and psychological resources and adaptation. Review of General Psychology, 6, 307-324), we tested three competing models that predict different directions of causation for relationships over time between family-supportive work environments (FSWE) and psychological strain, with two waves of data from a military sample. Results revealed support for both the JDR and COR theories, first in the static model where FSWE at Time predicted psychological strain at Time 2 and when testing the opposite direction, where psychological strain at Time 1 predicted FSWE at Time 2. For change models, FSWE predicted changes in psychological strain across time, although the reverse causation model was not supported (psychological strain at Time 1 did not predict changes in FSWE). Also, changes in FSWE across time predicted psychological strain at Time 2, whereas changes in psychological strain did not predict FSWE at Time 2. Theoretically, these results are important for the work family interface in that they demonstrate the application of a systems approach to studying work and family interactions, as support was obtained for both the JDR model with perceptions of FSWE predicting psychological strain (in both the static and change models), and for COR theory where psychological strain predicts FSWE across time.									10	0	0	0	0	10			1076-8998			WOS:000313391900004	23276196	
J	Cotet, Anca M.; Tsui, Kevin K.								Oil and Conflict: What Does the Cross Country Evidence Really Show?								AMERICAN ECONOMIC JOURNAL-MACROECONOMICS				5	1			49	80		10.1257/mac.5.1.49			JAN 2013	2013	This paper re-examines the effect of oil wealth on political violence. Using a unique historical panel dataset of oil discoveries, we show that simply controlling for country fixed effects removes the statistical association between the value of oil reserves and civil war onset. Other macro-political violence measures, such as coup attempts, are also uncorrelated with oil wealth. To further address endogeneity concerns, we exploit changes in oil reserves due to randomness in the success of oil explorations. We find little robust evidence that oil discoveries increase the likelihood of political violence. Rather, oil discoveries increase military spending in nondemocratic countries.									45	0	0	1	0	45			1945-7707	1945-7715		WOS:000313109300002		
J	Guha, Sujay; Klees, Miranda; Wang, Xiaoxia; Li, Jing; Dong, Yuqing; Cao, Min					Cao, Min/0000-0003-1592-8111			Influence of planktonic and sessile Listeria monocytogenes on Caenorhabditis elegans								ARCHIVES OF MICROBIOLOGY				195	1			19	26		10.1007/s00203-012-0841-y			JAN 2013	2013	Listeria monocytogenes is the etiologic agent of listeriosis, a food-borne disease affecting humans and a variety of animals. In order to combat this pathogen, it is crucial to have an understanding of its natural interplay with the environment. For this reason, the free soil nematode Caenorhabditis elegans was focused upon because of its shared natural habitat with Listeria and its potential as a model organism for Listeria pathogenesis. Previous studies have generated some contradictory results on Listeria's ability to kill C. elegans, making additional interaction studies such as this more attractive. In our study, we carried out a series of killing assays in a systematic manner using different Listeria strains under different growth conditions. In addition to studying the effects of planktonic cells, we examined the interaction between C. elegans and sessile listerial cells. Our findings suggest that, rather than causing infection and death, L. monocytogenes may extend the life span of C. elegans. This indicates that Listeria is not pathogenic to C. elegans. We also found that C. elegans can feed and ingest sessile cells, as well as carry the pathogen in its gut, implying that C. elegans could be a vehicle for L. monocytogenes spread in the environment.									6	2	0	6	0	8			0302-8933			WOS:000313004400003	22961596	
J	Biglino, Giovanni; Giardini, Alessandro; Baker, Catriona; Figliola, Richard S.; Hsia, Tain-Yen; Taylor, Andrew M.; Schievano, Silvia		MOCHA Collaborative Grp		Schievano, Silvia/B-6803-2009; Taylor, Andrew/C-4311-2008; 	Schievano, Silvia/0000-0003-2037-5339			Implementing the Sano Modification in an Experimental Model of First-stage Palliation of Hypoplastic Left Heart Syndrome								ASAIO JOURNAL				59	1			86	89		10.1097/MAT.0b013e3182768b7f			JAN-FEB 2013	2013	This study describes the implementation of an experimental model of the "Sano" variant (right-ventricle to pulmonary-artery shunt) of the Norwood operation used to treat hypoplastic left-heart syndrome (HLHS). The Sano operation is an alternative to the modified Blalock-Taussig shunt (innominate to pulmonary artery shunt). In the experimental setup, the single ventricle is simulated using a Berlin Heart Excor ventricular assist device and the Sano shunt is constructed by attaching a Tygon tube (6 mm internal diameter, 40 mm long) to the perforated de-airing valve of the Berlin Heart at one end, and to a pulmonary compliance chamber at the other end. The feasibility of the setup was verified by testing two rapid-prototyped patient-specific anatomical models (one without and one with aortic coarctation) under pulsatile flow conditions typical of Norwood patients. Results showed physiological and repeatable pressure and flow signals, as well as physiological values for pulmonary and aortic flow. Shunt flow was regulated by shunt size, and diastolic runoff through the shunt was also observed, both being features of Sano physiology. This system allows for comparing variations of first stage palliation of HLHS in vitro, and it also represents a source of data for validation of computational models. ASAIO Journal 2013;59:86-89.									2	0	0	0	0	2			1058-2916			WOS:000312900900016	23183161	
J	Clayton, Donald D.								ANALYTIC APPROXIMATION OF CARBON CONDENSATION ISSUES IN TYPE II SUPERNOVAE								ASTROPHYSICAL JOURNAL				762	1					5	10.1088/0004-637X/762/1/5			JAN 1 2013	2013	I present analytic approximations for some issues related to condensation of graphite, TiC, and silicon carbide in oxygen-rich cores of supernovae of Type II. Increased understanding, which mathematical analysis can support, renders researchers more receptive to condensation in O-rich supernova gases. Taking SN 1987A as typical, my first analysis shows why the abundance of CO molecules reaches an early maximum in which free carbon remains more abundant than CO. This analysis clarifies why O-rich gas cannot oxidize C if Co-56 radioactivity is as strong as in SN 1987A. My next analysis shows that the CO abundance could be regarded as being in chemical equilibrium if the CO molecule is given an effective binding energy rather than its laboratory dissociation energy. The effective binding energy makes the thermal dissociation rate of CO equal to its radioactive dissociation rate. This preserves possible relevance for the concept of chemical equilibrium. My next analysis shows that the observed abundances of CO and SiO molecules in SN 1987A rule out frequent suggestions that equilibrium condensation of SUNOCONs has occurred following atomic mixing of the He-burning shell with more central zones in such a way as to reproduce roughly the observed spectrum of isotopes in SUNOCONs while preserving C/O > 1. He atoms admixed along with the excess carbon would destroy CO and SiO molecules, leaving their observed abundances unexplained. The final analysis argues that a chemical quasiequilibrium among grains ( but not gas) may exist approximately during condensation, so that its computational use is partially justified as a guide to which mineral phases would be stable against reactions with gas. I illustrate this point with quasiequilibrium calculations by Ebel & Grossman that have shown that graphite is stable even when O/C > 1 if prominent molecules are justifiably excluded from the calculation of chemical equilibrium.									8	0	0	0	0	8			0004-637X			WOS:000313007900005		
J	Chow, James P.; Simionescu, Dan T.; Warner, Harleigh; Wang, Bo; Patnaik, Sourav S.; Liao, Jun; Simionescu, Agneta				Patnaik, Sourav/E-4595-2010	Patnaik, Sourav/0000-0001-7457-8604			Mitigation of diabetes-related complications in implanted collagen and elastin scaffolds using matrix-binding polyphenol								BIOMATERIALS				34	3			685	695		10.1016/j.biomaterials.2012.09.081			JAN 2013	2013	There is a major need for scaffold-based tissue engineered vascular grafts and heart valves with long-term patency and durability to be used in diabetic cardiovascular patients. We hypothesized that diabetes, by virtue of glycoxidation reactions, can directly crosslink implanted scaffolds, drastically altering their properties. In order to investigate the fate of tissue engineered scaffolds in diabetic conditions, we prepared valvular collagen scaffolds and arterial elastin scaffolds by decellularization and implanted them subdermally in diabetic rats. Both types of scaffolds exhibited significant levels of advanced glycation end products (AGES), chemical crosslinking and stiffening -alterations which are not favorable for cardiovascular tissue engineering. Pre-implantation treatment of collagen and elastin scaffolds with penta-galloyl glucose (PGG), an antioxidant and matrix-binding polyphenol, chemically stabilized the scaffolds, reduced their enzymatic degradation, and protected them from diabetes-related complications by reduction of scaffold-bound AGE levels. PGG-treated scaffolds resisted diabetes-induced crosslinking and stiffening, were protected from calcification, and exhibited controlled remodeling in vivo, thereby supporting future use of diabetes-resistant scaffolds for cardiovascular tissue engineering in patients with diabetes. Published by Elsevier Ltd.									14	0	0	7	0	14			0142-9612			WOS:000312759800009	23103157	
J	Woods, Carrie L.; DeWalt, Saara J.								The Conservation Value of Secondary Forests for Vascular Epiphytes in Central Panama								BIOTROPICA				45	1			119	127		10.1111/j.1744-7429.2012.00883.x			JAN 2013	2013	Secondary forests that develop following land abandonment could compensate for the losses of diversity and structure that accompany deforestation of old-growth forests in tropical regions. Whether secondary forests can harbor similar species richness, density, and composition of old-growth forests for vascular epiphytes remains largely unknown for secondary forests older than 50 yr. We examined community structure (species richness, density, and species composition) of vascular epiphytes in older secondary forests between 35 and 115 yr after land abandonment and nearby old-growth forests to determine if the community structure of epiphytes in secondary forests approaches that of old-growth forests over time. The recovery of epiphyte species richness was rapid with 55-year-old forests containing 65 percent of old-growth epiphyte species richness. Secondary forest epiphyte communities were found to be statistically nested within secondary forests older in age and within old-growth forests. Similarity of epiphyte communities to old-growth forests increased to 75 percent, 115 yr after abandonment. This study suggests that secondary forests will likely recover old-growth epiphyte richness and composition given enough time. Epiphyte densities did not recover quickly with 55-year-old forests having 14 percent and 115-year-old forests having only 49 percent of the density of old-growth forest epiphytes. The low density of epiphytes in secondary forests could impact rainforest diversity and function. We conclude that in less than 115 yr, although secondary moist forests have high conservation value for some aspects of community structure, they are unlikely to compensate biologically for the loss of diversity and ecosystem function that high epiphyte densities provide.									15	0	0	15	0	15			0006-3606			WOS:000312993900015		
J	Grujicic, M.; Pandurangan, B.; Arakere, A.; Yen, C-F.; Cheeseman, B. A.								Friction Stir Weld Failure Mechanisms in Aluminum-Armor Structures Under Ballistic Impact Loading Conditions								JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE				22	1			30	40		10.1007/s11665-012-0239-7			JAN 2013	2013	A critical assessment is carried out of the microstructural changes in respect of the associated reductions in material mechanical properties and of the attendant ballistic-impact failure mechanisms in prototypical friction stir welding (FSW) joints found in armor structures made of high-performance aluminum alloys (including solution-strengthened and age-hardenable aluminum alloy grades). It is argued that due to the large width of FSW joints found in thick aluminum-armor weldments, the overall ballistic performance of the armor is controlled by the ballistic limits of its weld zones (e.g., heat-affected zone, the thermomechanically affected zone, the nugget, etc.). Thus, in order to assess the overall ballistic survivability of an armor weldment, one must predict/identify welding-induced changes in the material microstructure and properties, and the operative failure mechanisms in different regions of the weld. Toward this end, a procedure is proposed in the present study which combines the results of the FSW process modeling, basic physical-metallurgy principles concerning microstructure/property relations, and the fracture mechanics concepts related to the key blast/ballistic-impact failure modes. The utility of this procedure is demonstrated using the case of a solid-solution strengthened and cold-worked aluminum alloy armor FSW-weld test structure.									8	1	0	0	0	8			1059-9495			WOS:000312712900004		
J	McClelland, L. E.; Switzer, F. S., III; Pilcher, J. J.								Changes in nurses' decision making during a 12-h day shift								OCCUPATIONAL MEDICINE-OXFORD				63	1			60	65		10.1093/occmed/kqs189			JAN 2013	2013	Although shift work is necessary in many health-care settings, research suggests that it can have detrimental effects on performance in health-care providers.To determine if a change in decision-making occurred across a 12-h day shift in a sample of registered nurses.The participants were nurses working a 12-h day shift (7 a.m.7 p.m.) at a large hospital in the south-eastern USA. Participants completed a policy-capturing questionnaire, examining their likelihood of calling a physician in response to specific patient symptoms, at the beginning and end of the shift. They also completed self-report surveys on alertness, stress and sleepiness.Sixty-five nurses completed the study, an overall response rate of 41%. Participants significantly changed their decision-making policies from the beginning to the end of the work shift and also became significantly less alert and more stressed. However, there was no correlation between decision-making and reported alertness and stress.These results suggest that medical judgment in registered nurses changed from the beginning to the end of a 12-h day shift. One possible underlying mechanism responsible for the changes seen across the shift could be the ability to maintain attention, as suggested by the Controlled Attention Model. The current results expand upon previous research, indicating there are a variety of negative outcomes associated with shift work.									5	0	0	0	0	5			0962-7480			WOS:000313126400011	23117169	
J	Liu, Shuaishuai; Tong, Chenning								Subgrid-scale mixing of mixture fraction, temperature, and species mass fractions in turbulent partially premixed flames								PROCEEDINGS OF THE COMBUSTION INSTITUTE				34				1231	1239		10.1016/j.proci.2012.05.017			2013	2013	The subgrid-scale (SGS) mixing of mixture fraction, temperature, and species mass fraction in turbulent partially premixed (Sandia) flames is studied. We focus on the effects of the SGS mixing regimes and the spatial relationships among the scalars on the SGS mixing of the species mass fractions. High-resolution lines images are used to obtain the scalar filtered mass density function and the conditionally filtered diffusion. The results show that for small SGS variance the scalar fields have a relatively simple structure. For large SGS variance the structure is more complex. The spatial relationships among the scalars result in different SGS scalar structures and SGS mixing characteristics, with the mass fraction of CO2 being the simplest and that of CO being the most complex. The results in this study present a challenging test for SGS mixing models. (C) 2010 The Combustion Institute. Published by Elsevier Inc. All rights reserved.									4	0	0	0	0	4			1540-7489			WOS:000313125400126		
