PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Niaki, Farbod Akhavan; Ulutan, Durul; Mears, Laine								Parameter Inference Under Uncertainty in End-Milling gamma '-Strengthened Difficult-to-Machine Alloy								JOURNAL OF MANUFACTURING SCIENCE AND ENGINEERING-TRANSACTIONS OF THE ASME				138	6					061014	10.1115/1.4033041			JUN 2016	2016	Nickel-based alloys are those of materials that are maintaining their strength at high temperature. This feature makes these alloys a suitable candidate for power generation industry. However, high wear rate and tooling cost are known as the challenges in machining Ni-based alloys. The high wear rate causes a rapid failure of the tool, and therefore, fewer data will be available for model development. In addition, variations in material properties and hardness, residual stress, tool runout, and tolerances are some uncontrollable effects adding uncertainties to the currently developed models. To address these challenges, a probabilistic Bayesian approach using Markov Chain Monte Carlo (MCMC) method has been used in this work. The MCMC method is a powerful tool for parameter inference and quantification of embedded uncertainties of models. It is shown that by adding a prior probability to the observation probability, fewer experiments are required for inference. This is specifically useful in model development for difficult-to-machine alloys where high wear rate lowers the cardinality of the dataset. The combined Gibbs-Metropolis algorithm as a subset of MCMC method has been used in this work to quantify the uncertainty of the unknown parameters in a mechanistic tool wear model for end-milling of a difficult-to-machine Ni-based alloy. Maximum of 18% error and average error of 11% in the results show a good potential of this modeling in prediction of parameters in the presence of uncertainties when limited experiments are available.									0	0	0	0	0	0			1087-1357	1528-8935		WOS:000376591100015		
J	Zhou, Binbin; Luo, Hong; Qu, Rongda				Zhou, Man/S-4256-2016				Expression of the shrimp antimicrobial peptide penaeidin 4-1 confers resistance against brown patch disease in tall fescue								PLANT CELL TISSUE AND ORGAN CULTURE				125	3			599	603		10.1007/s11240-016-0963-z			JUN 2016	2016	Tall fescue (Festuca arundinacea Schreb.) is an important grass widely used in North Carolina and other transition zone states in the US for turf and as forage. Brown patch caused by subgroup AG1-AI of Rhizoctonia solani is the most severe and frequently occurring fungal disease for tall fescue plants. The objective of this research was to genetically engineer tall fescue to improve its resistance to the pathogen. The gene (Pen4-1) of a novel antimicrobial peptide-Penaeidin 4-1 from a shrimp species was introduced into tall fescue var. 'Coronado' through Agrobacterium-mediated transformation. Among the five transgenic plants containing the Pen4-1 transgene, four of them displayed significantly higher level of resistance against R. solani subgroup AG1-IA, with two being highly resistant (p < 0.001). Up to 75 % reduction of the lesion size was achieved. The results indicate that Pen4-1 confers resistance to various subgroups of R. solani and is a promising candidate for engineered resistance to a wide-spectrum pathogens in tall fescue.									0	0	0	0	0	0			0167-6857	1573-5044		WOS:000376603200017		
J	Mayo, Rachel; Parker, Veronica G; Sherrill, Windsor W; Coltman, Kinneil; Hudson, Matthew F; Nichols, Christina M; Yates, Adam M; Pribonic, Anne Paige				Parker, Veronica/I-5160-2013	Parker, Veronica/0000-0002-5217-4569			Cutting Corners: Provider Perceptions of Interpretation Services and Factors Related to Use of an Ad Hoc Interpreter.								Hispanic health care international : the official journal of the National Association of Hispanic Nurses				14	2			73	80		10.1177/1540415316646097			2016-Jun	2016	INTRODUCTION: This study assessed health providers' perceptions of factors related to professional interpretation services and the association between these factors and the potential use of ad hoc interpreters.METHOD: Data were collected from a convenience sample of 150 health services providers at a large, regional health system in South Carolina.RESULTS: Providers rated "ability to communicate effectively during a clinical encounter" as paramount regarding the use of interpretation services. The most important factors related to the likely use of ad hoc interpreters (cutting corners) included locating a qualified interpreter, having to wait for a qualified interpreter, and technical difficulties regarding phone and video technology.CONCLUSION: Health care organizations may benefit from increasing staff awareness about patient safety and legal and regulatory risks involved with the use of ad hoc interpreters.									0	0	0	0	0	0				1938-8993		MEDLINE:27257220	27257220	
J	Pitts, Brandon; Riggs, Sara L.; Sarter, Nadine								Crossmodal Matching: A Critical but Neglected Step in Multimodal Research								IEEE TRANSACTIONS ON HUMAN-MACHINE SYSTEMS				46	3			445	450		10.1109/THMS.2015.2501420			JUN 2016	2016	Research on multimodal information processing has seen a surge in recent years. Most of this research suffers from a significant shortcoming: the failure to perform crossmodal matching. Crossmodal matching refers to equating perceived intensities of stimuli across two sensory modalities. This step is critical for avoiding that modality is confounded with other signal properties. Very few studies include this step, and there is no agreed-upon matching technique. An experiment comparing two different approaches shows that even minor variations can lead to significant differences in match values and intraindividual match variability. Our findings highlight the need for developing and employing a valid crossmodal matching procedure for future studies.									0	0	0	0	0	0			2168-2291	2168-2305		WOS:000376110800012		
J	Yang, Xi; Tietje, Ashlee H.; Yu, Xianzhong; Wei, Yanzhang								Mouse interleukin-12/FasTI: A novel bi-functional fusion protein for cancer immuno/gene therapy								INTERNATIONAL JOURNAL OF ONCOLOGY				48	6			2381	2386		10.3892/ijo.2016.3475			JUN 2016	2016	Whereas cancer immunotherapy with cytokines in recent research was demonstrated effective in activating immune response against tumor cells, one major obstacle with the use of these cytokines is their severe side effects when delivered systemically at high doses. Another challenge is that advanced tumor cells often evade immunosurveillance of the immune system as well as of the Fas-mediated apoptosis by various mechanisms. We report the design and preliminary evaluation of the antitumor activity of a novel fusion protein-mIL-12/FasTI, consisting of mouse interleukin-12 and the transmembrane and intracellular domains of mouse Fas. The fusion construct (pmIL-12/FasTI) was transfected into mouse lung carcinoma cell line TC-1. Stable cell clones expressing the fusion protein were established as assayed by RT-PCR and immunohistochemistry. ELISA and cell proliferation analyses demonstrated that NK cells were effectively activated by the fusion protein with increased IFN-gamma production and cytotoxicity. Enhanced caspase-3 activity of the clones when co-cultured with NK cells indicated that apoptosis was induced through Fas/FasL signaling pathway. The preliminary results suggest a synergized anticancer activity of the fusion protein. It may represent a promising therapeutic agent for cancer treatment.									0	0	0	0	0	0			1019-6439	1791-2423		WOS:000375807900017	27081758	
J	Batayneh, Fawwaz; Mitkovski, Mishko								Localized Frames and Compactness								JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS				22	3			568	590		10.1007/s00041-015-9429-7			JUN 2016	2016	We introduce the concept of weak localization for continuous frames and use this concept to define a class of weakly localized operators. This class contains many important classes of operators, including: short time Fourier transform multipliers, Calderon-Toeplitz operators, Toeplitz operators on various functions spaces, Anti-Wick operators, some pseudodifferential operators, some Calderon-Zygmund operators, and many others. In this paper, we study the boundedness and compactness of weakly localized operators. In particular, we provide a characterization of compactness for weakly localized operators in terms of the behavior of their Berezin transforms.									0	0	0	0	0	0			1069-5869	1531-5851		WOS:000376246800003		
J	Motomura, Akira; Roberts, Kelsey V.; Leeds, Daniel M.; Leeds, Michael A.								Does It Pay to Build Through the Draft in the National Basketball Association?								JOURNAL OF SPORTS ECONOMICS				17	5	SI		501	516		10.1177/1527002516641169			JUN 2016	2016	Many National Basketball Association executives and analysts claim that the best way to contend for a championship is to get very high draft picks, which may require losing many games. We test whether building through the draft promotes winning in several ways. We test whether having more and higher draft picks promotes improvement and whether giving draft picks more playing time helps teams win more. We find that the draft is not necessarily the best road to success. An excellent organization and General Manager better enable teams to succeed even without high draft picks.									0	0	0	0	0	0			1527-0025	1552-7794		WOS:000376290800004		
J	Kholodenko, Arkady L.								Optical knots and contact geometry I. From Arnol'd inequality to Ranada's dyons								ANALYSIS AND MATHEMATICAL PHYSICS				6	2			163	198		10.1007/s13324-015-0112-6			JUN 2016	2016	Recently there had been a great deal of activity associated with various schemes of designing both analytic and experimental methods describing knotted structures in electrodynamics and in hydrodynamics. The majority of works in electrodynamics were inspired by the influential paper by Ranada (Lett Math Phys 18:97-106, 1989) and its subsequent refinements. In this work and in its companion we analyze Ranada's results using methods of contact geometry and topology. Not only our analysis allows us to reproduce his major results but in addition, it provides opportunities for considerably extending the catalog of the known/obtained knot types. In addition, it allows to reinterpret both the electric and magnetic charges purely geometrically thus opening the possibility of treatment of masses and charges in Yang-Mills and gravitational fields purely geometrically.									0	0	0	0	0	0			1664-2368	1664-235X		WOS:000375673500003		
J	Kinley, Ciera M.; McQueen, Andrew D.; Rodgers, John H., Jr.								Comparative responses of freshwater organisms to exposures of a commercial naphthenic acid								CHEMOSPHERE				153				170	178		10.1016/j.chemosphere.2016.03.002			JUN 2016	2016	Comparative toxicity studies using unconfounded exposures can prioritize the selection of sensitive sentinel test species and refine methods for evaluating ecological risks of complex mixtures like naphthenic acids (NAs), a group of organic acids associated with crude oils and energy-derived waters that have been a source of aquatic toxicity. The objectives of this study were to compare responses of freshwater aquatic organisms (vertebrate, invertebrates, and a macrophyte; in terms of acute toxicity) to Fluka commercial NAs and to compare measured toxicity data with peer-reviewed toxicity data for other commercial NA sources and energy-derived NA sources. Exposures were confirmed using high performance liquid chromatography. Responses (7-d LC50s/EC50) ranged from 1.9 mg L-1 for Pimephales promelas to 56.2 mg L-1 for Typha latifolia. Following P. promelas in order of decreasing sensitivity were Ceriodaphnia dubia (7-d LC50 = 2.8 mg L-1), Hyalella azteca (7-d LC50 = 4.1 mg L-1), Chironomus dilutus (7-d LC50 = 6.5 mg L-1), and T. latifolia (7-d EC50 = 56.2 mg L-1), indicating that in terms of sensitivities, fish > invertebrates > plant for Fluka NAs in this study. Factors that affect exposures and measurements of exposures differ among commercial and energy-derived NAs and constrain comparisons. Despite differences in exposures, fish and invertebrates were relatively sensitive to both commercial and energy-derived NA sources (based on laboratory measurements and peer-reviewed data) and could be appropriate sentinel species for risk evaluations. (C) 2016 Elsevier Ltd. All rights reserved.									3	0	0	3	0	3			0045-6535	1879-1298		WOS:000375628800020	27016812	
J	Liu, Gang; Shao, Qin; Lund, Robert; Woody, Jonathan								Testing for seasonal means in time series data								ENVIRONMETRICS				27	4			198	211		10.1002/env.2383			JUN 2016	2016	The statistician often needs to test whether or not a time series has a seasonal first moment. The problem often arises in environmental series, where most time-ordered data display some type of periodic structure. This paper reviews the problem, proposing new statistics in both the time and frequency domains. Our new time domain statistic has an analysis of variance form that is based on the one-step-ahead prediction errors of the series. This statistic inherits the classic traits of the F -distribution arising in one-way analysis of variance tests, is easy to use, and is asymptotically equivalent to the likelihood ratio test. The statistics asymptotic distribution is quantified when time series parameters are estimated. In the frequency domain, a statistic modifying Fisher's classical test for a sinusoidal mean superimposed on independent and identically distributed Gaussian noise is devised. The performance and comparison of these statistics are studied via simulation. Implementation of the methods merely requires sample means, autocovariances, and periodograms of the series. Application to a data set of monthly temperatures from Tuscaloosa, Alabama, is given. Copyright (C) 2016 John Wiley & Sons, Ltd.									0	0	0	0	0	0			1180-4009	1099-095X		WOS:000375771000001		
