PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Brooks, Johnell O.; Crisler, Matthew C.; Klein, Nathan; Goodenough, Richard; Beeco, Rebekkah W.; Guirl, Chris; Tyler, Peg J.; Hilpert, Anna; Miller, Yarbough; Grygier, Jason; Burroughs, Brooke; Martin, Ashley; Ray, Rob; Palmer, Cody; Beck, Christine								Speed choice and driving performance in simulated foggy conditions								ACCIDENT ANALYSIS AND PREVENTION				43	3			698	705		10.1016/j.aap.2010.10.014			MAY 2011	2011	Driving in fog is a potentially dangerous activity that has been investigated in a number of different ways; however, most have focused on identifying the underlying perceptual changes that result in an inability to perceive speed of vehicle motion. Although the previous research has identified the perceptual changes associated with driving in fog and shows that people are highly likely to perceive their speed to be higher than it actually is, these research studies have not investigated driving behavior when drivers are allowed to maintain speed as they feel appropriate and make use of the vehicle's speedometer. In addition, much of the existing research focuses on speed perception and presents a limited view of other driving performance metrics in terms of lane keeping and event detection. The current study addresses these issues utilizing a driving simulator-based method where fog is simulated as a distance dependent contrast reduction while having participants drive at speeds they feel are appropriate. A number of different instructions and speed feedback mechanisms were tested in order to determine how drivers react when driving in varying levels of fog. Results also include lane keeping measures in order to assess whether drivers are willing to drive at speeds where their lane keeping performance is degraded due to the reduced visibility. Results indicate that, in general, drivers do not tend to slow down significantly until visibility distance is drastically reduced by fog; however, lane keeping ability is maintained throughout most of the range of visibility distances. Lane keeping ability was reduced only when fog results in. visibility distances < 30m. Overall, the current study shows that drivers are willing and able to maintain vehicular control at high speed when driving in fog; however, it is important to note that drivers chose to drive at speeds where they would be incapable of stopping to avoid obstacles in the roadway even if they were to identify and react to the obstacle immediately at the border of visibility distance. This research suggests that safety benefits may be gained by convincing drivers to slow down more than they would on their own when driving in fog or enhancing a vehicle's ability to identify and react to hazards that are not visible to the driver. In order to further understand the effects of driving in fog, future naturalistic driving research should focus on identifying and mitigating risky behaviors associated with driving in foggy conditions. Published by Elsevier Ltd.									17	3	0	4	0	20			0001-4575			WOS:000288971200015	21376857	
J	Wood, Joanne M.; Tyrrell, Richard A.; Marszalek, Ralph; Lacherez, Philippe; Chaparro, Alex; Britt, Thomas W.					Lacherez, Philippe/0000-0001-5717-4966; , Joanne/0000-0002-0776-7736			Using biological motion to enhance the conspicuity of roadway workers								ACCIDENT ANALYSIS AND PREVENTION				43	3			1036	1041		10.1016/j.aap.2010.12.002			MAY 2011	2011	This study examined whether the conspicuity of road workers at night can be enhanced by distributing retroreflective strips across the body to present a pattern of biological motion (biomotion). Twenty visually normal drivers (mean age = 40.3 years) participated in an experiment conducted at two open-road work sites (one suburban and one freeway) at night-time. At each site, four road workers walked in place wearing a standard road worker night vest either (a) alone, (b) with additional retroreflective strips on thighs, (c) with additional retroreflective strips on ankles and knees, or (d) with additional retroreflective strips on eight moveable joints (full biomotion). Participants, seated in stationary vehicles at three different distances (80 m, 160 m, 240 m), rated the relative conspicuity of the four road workers. Road worker conspicuity was maximized by the full biomotion configuration at all distances and at both sites. The addition of ankle and knee markings also provided significant benefits relative to the standard vest alone. The effects of clothing configuration were more evident at the freeway site and at shorter distances. Overall, the full biomotion configuration was ranked to be most conspicuous and the vest least conspicuous. These data provide the first evidence that biomotion effectively enhances conspicuity of road workers at open-road work sites. (C) 2010 Elsevier Ltd. All rights reserved.									7	0	0	3	0	7			0001-4575			WOS:000288971200056	21376898	
J	Baldwin, Robert F.; Powell, Robert B.; Kellert, Stephen R.								Habitat as Architecture: Integrating Conservation Planning and Human Health								AMBIO				40	3			322	327		10.1007/s13280-010-0103-7			MAY 2011	2011										2	0	0	0	0	2			0044-7447			WOS:000288998500009	21644460	
J	da Mota Silveira Neto, Paulo Anselmo; Machado, Ivan do Carmo; McGregor, John D.; de Almeida, Eduardo Santana; de Lemos Meira, Silvio Romero				Machado, Ivan/E-7228-2013; Ines, INCT/J-9550-2013	Machado, Ivan/0000-0001-9027-2293; 			A systematic mapping study of software product lines testing								INFORMATION AND SOFTWARE TECHNOLOGY				53	5	SI		407	423		10.1016/j.infsof.2010.12.003			MAY 2011	2011	Context: In software development, Testing is an important mechanism both to identify defects and assure that completed products work as specified. This is a common practice in single-system development, and continues to hold in Software Product Lines (SPL). Even though extensive research has been done in the SPL Testing field, it is necessary to assess the current state of research and practice, in order to provide practitioners with evidence that enable fostering its further development.Objective: This paper focuses on Testing in SPL and has the following goals: investigate state-of-the-art testing practices, synthesize available evidence, and identify gaps between required techniques and existing approaches, available in the literature.Method: A systematic mapping study was conducted with a set of nine research questions, in which 120 studies, dated from 1993 to 2009, were evaluated.Results: Although several aspects regarding testing have been covered by single-system development approaches, many cannot be directly applied in the SPL context due to specific issues. In addition, particular aspects regarding SPL are not covered by the existing SPL approaches, and when the aspects are covered, the literature just gives brief overviews. This scenario indicates that additional investigation, empirical and practical, should be performed.Conclusion: The results can help to understand the needs in SPL Testing, by identifying points that still require additional investigation, since important aspects regarding particular points of software product lines have not been addressed yet. (C) 2010 Elsevier B.V. All rights reserved.									53	0	0	0	0	53			0950-5849			WOS:000288919900001		
J	Brice, Allyn R.; Dominy, Brian N.								Analyzing the Robustness of the MM/PBSA Free Energy Calculation Method: Application to DNA Conformational Transitions								JOURNAL OF COMPUTATIONAL CHEMISTRY				32	7			1431	1440		10.1002/jcc.21727			MAY 2011	2011	The ability to predict and characterize free energy differences associated with conformational equilibria or the binding of biomolecules is vital to understanding the molecular basis of many important biological functions. As biological studies focus on larger molecular complexes and properties of the genome, proteome, and interactome, the development and characterization of efficient methods for calculating free energy becomes increasingly essential. The aim of this study is to examine the robustness of the end-point free energy method termed the molecular mechanics Poisson-Boltzmann solvent accessible surface area (MM/PBSA) method. Specifically, applications of MM/PBSA to the conformational equilibria of nucleic acid (NA) systems are explored. This is achieved by comparing A to B form DNA conformational free energy differences calculated using MM/PBSA with corresponding free energy differences determined with a more rigorous and time-consuming umbrella sampling algorithm. In addition, the robustness of NA MM/PBSA calculations is also evaluated in terms of the sensitivity towards the choice of force field and the choice of solvent model used during conformational sampling. MM/PBSA calculations of the free energy difference between A-form and B-form DNA are shown to be in very close agreement with the PMF result determined using an umbrella sampling approach. Further, it is found that the MM/PBSA conformational free energy differences were also in agreement using either the CHARMM or AMBER force field. The influence of ionic strength on conformational stability was particularly insensitive to the choice of force field. Finally, it is also shown that the use of a generalized Born implicit solvent during conformational sampling results in free energy estimates that deviate slightly from those obtained using explicitly solvated MD simulations in these NA systems. (C) 2011 Wiley Periodicals, Inc. J Comput Chem 32: 1431-1440, 2011									22	0	0	11	0	22			0192-8651			WOS:000288871100023	21284003	
J	Mayyas, Abdelraoof; Shen, Qin; Mayyas, Ahmad; Abdelhamid, Mahmoud; Shan, Dongri; Qattawi, Ala; Omar, Mohammed				Mayyas, Ahmad/J-3671-2014; 	Abdelhamid, Mahmoud/0000-0003-2644-1616			Using Quality Function Deployment and Analytical Hierarchy Process for material selection of Body-In-White								MATERIALS & DESIGN				32	5			2771	2782		10.1016/j.matdes.2011.01.001			MAY 2011	2011	Presented manuscript discusses the usage of multi-attribute decision making tools to assist in the material selection for vehicular structures; mainly the automotive Body-In-White (BiW) panels at the conceptual design stage using Quality Function Deployment (QFD) and Analytical Hierarchy Process (AHP). The main advantage of using QFD and AHP is their abilities to rank choices in the order of their effectiveness in meeting the functional objective. AHP discriminates between competing options where interrelated objectives need to be met; AHP is based on straightforward mathematical formulations. QFD on the other side is a customer focused method that usually starts by collecting customer needs and tries to integrate these needs into the product. In this study, following classes of engineering materials are analyzed; forming grade Bake Harden-able steel (BH), Dual Phase steel (DP), High Strength Low Alloy Steel (HSLA), Martenistic steel, Aluminum 5xxx, 6xxx sheets, Magnesium sheets, Titanium sheets, Carbon Fiber Reinforced Plastic (CFRP) and High Density Polyethylene (HDPE). The presented study showed that the different grades of steel gained the first ranks in the selection process for almost most of the BiW panels; however other alternatives could work in trade-off with cost and manufacturability. Published by Elsevier Ltd.									37	2	0	0	0	38			0261-3069			WOS:000289174000032		
J	Sa, Vijoya; Kornev, Konstantin G.								A method for wet spinning of alginate fibers with a high concentration of single-walled carbon nanotubes								CARBON				49	6			1859	1868		10.1016/j.carbon.2011.01.008			MAY 2011	2011	A method is described for the wet spinning of alginate fibers with a loading of single-walled carbon nanotubes as high as 23 wt%. Electrostatic assembling of polyelectrolytes and nanotubes coated with sodium dodecyl sulfate is exploited by using calcium as a cross-linking agent. The Young's modulus of these fibers depends non-monotonically on nanotube concentration which is explained using Halpin-Tsai and Voigt models. Scanning electron microscope micrographs and resistivity analysis of the fibers suggest that the nanotube-alginate system undergoes a morphological transition from a composite structure of discrete nanotube bundles embedded in an alginate matrix to a complex continuous structure consisting of a nanotube network interwoven into a macromolecular network of alginate. The nanotube-alginate fibers have unprecedented high flexibility and a very high electrical conductivity similar to semimetals (between germanium and carbon). Published by Elsevier Ltd.									19	0	0	3	0	19			0008-6223			WOS:000288689900007		
J	Alahmer, A.; Mayyas, Ahmed; Mayyas, Abed A.; Omar, M. A.; Shan, Dongri				Mayyas, Ahmad/J-3671-2014				Vehicular thermal comfort models; a comprehensive review								APPLIED THERMAL ENGINEERING				31	6-7			995	1002		10.1016/j.applthermaleng.2010.12.004			MAY 2011	2011	This manuscript provides a comprehensive review of the different models developed to predict vehicular cabins thermal comfort, in addition to the different experimental techniques used. The review classifies the in-cabin modeling into; human physiological and psychological perspectives in addition to the compartment zone and the human thermal manikin modeling. While the experimental approaches are mainly; the subjective observers, the thermal manikins, and the Infrared Thermography. Additionally the manuscript discusses and analyses each of the thermal indices that are typically used in assessing the in-cabin conditions such as the Predicted Mean Value PMV index and the Predicted Percentage Dissatisfied PPD. The text also highlights the main attributes of vehicular thermal comfort, in terms of its fast transient behavior, the in-homogeneity in the thermal fields associated with the high localized air velocity, solar loads and flux, in addition to the inherent variations related to the trip durations. Published by Elsevier Ltd.									24	3	0	2	0	28			1359-4311			WOS:000288408100001		
J	Fisher, Thomas J.; Sun, Xiaoqian					Fisher, Thomas/0000-0001-5885-7646			Improved Stein-type shrinkage estimators for the high-dimensional multivariate normal covariance matrix								COMPUTATIONAL STATISTICS & DATA ANALYSIS				55	5			1909	1918		10.1016/j.csda.2010.12.006			MAY 1 2011	2011	Many applications require an estimate for the covariance matrix that is non-singular and well-conditioned. As the dimensionality increases, the sample covariance matrix becomes ill-conditioned or even singular. A common approach to estimating the covariance matrix when the dimensionality is large is that of Stein-type shrinkage estimation. A convex combination of the sample covariance matrix and a well-conditioned target matrix is used to estimate the covariance matrix. Recent work in the literature has shown that an optimal combination exists under mean-squared loss, however it must be estimated from the data. In this paper, we introduce a new set of estimators for the optimal convex combination for three commonly used target matrices. A simulation study shows an improvement over those in the literature in cases of extreme high-dimensionality of the data. A data analysis shows the estimators are effective in a discriminant and classification analysis. (C) 2010 Elsevier B.V. All rights reserved.									23	0	0	2	0	23			0167-9473			WOS:000287952900002		
J	Wolf, Brian J.; Russell, Harlan B.				Russell, Harlan/K-7991-2013	Russell, Harlan/0000-0003-4394-8531			Immediate neighbor scheduling (INS): An adaptive protocol for mobile ad hoc networks using direct-sequence spread-spectrum modulation								AD HOC NETWORKS				9	3			453	467		10.1016/j.adhoc.2010.08.018			MAY 2011	2011	We investigate a new approach for scheduling transmissions in a mobile ad hoc network employing direct-sequence spread-spectrum (DSSS). Multiple-access interference may be better tolerated in these systems, allowing higher levels of spatial reuse and a reduction in the overhead required to schedule transmissions. We present a protocol which leverages these features of DSSS to support greater end-to-end throughput and terminal mobility rates. A protocol extension allows terminals to adjust protocol overhead in order to preserve network connectivity in sparse networks. For each transmission, terminals use a combination of common and transmitter-oriented spreading sequences in a format which allows for discovery of nearby terminals and adaptation of transmission rates to maximize throughput. The protocol does not operate over an artificial network graph, nor does it require an initialization phase or two-way exchange of information during a transmission slot. Through simulations, we evaluate the performance of the transmission scheduling protocol in a variety of static and mobile scenarios. For comparison, we also simulate a centralized transmission scheduling protocol with perfect knowledge of topology. (C) 2010 Elsevier B.V. All rights reserved.									3	0	0	0	0	3			1570-8705			WOS:000287285300016		
