PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Wiley, Jonathan A.; Zumpano, Leonard V.; Benefield, Justin D.								The Limited-Service Brokerage Decision: Theory and Evidence								JOURNAL OF REAL ESTATE FINANCE AND ECONOMICS				43	3			336	358		10.1007/s11146-009-9217-8			OCT 2011	2011	This study examines the home seller's brokerage services decision, comparing full-service brokerage and limited-service arrangements. A model is developed which considers seller motivation and availability of effort, along with the cost of brokerage services, broker productivity and market dynamics as factors of influence in this decision. Limited-service arrangements are found to have a significant impact on price and marketing time. The popularity of limited-service arrangements is strongly influenced by the total dollar cost of brokerage services, which, in turn, is determined by housing market conditions.									2	0	0	0	0	2			0895-5638			WOS:000293393700004		
J	Von White, Gregory, II; Mohammed, Fiaz S.; Kitchens, Christopher L.				White II, Gregory/F-8267-2013				Small-Angle Neutron Scattering Investigation of Gold Nanoparticle Clustering and Ligand Structure Under Antisolvent Conditions								JOURNAL OF PHYSICAL CHEMISTRY C				115	38			18397	18405		10.1021/jp112020r			SEP 29 2011	2011	Solution-based nanoparticle synthesis offers many benefits, primarily control over nanoparticle size, shape, and surface chemistry, as appropriate for different applications. Often, excess stabilizing ligand or surfactant is required during synthesis and remains in solution. This can be deleterious to end applications, and thus postsynthesis purification must be employed. Ethanol is a common liquid antisolvent used to purify and size-selectively fractionate hydrophobically modified metallic nanoparticles dispersed in organic solvents, particularly toluene or hexane. We have employed small-angle neutron scattering (SANS) to investigate the nanoparticle ligand response to antisolvent conditions for gold nanoparticles (GNPs) in toluene-d(8) and n-hexane-d(14) at varying ethanol-d(6) antisolvent compositions. These conditions are common in postsynthesis nanoparticle purification, fractionation, and surface deposition. The ligand lengths and ligand solvation for octadecanethiol and dodecanethiol modified GNPs were found to decrease from 16 to 8 A and 13 to 7 A, respectively, with increasing ethanol-d(6) concentrations, directly impacting their dispersibility in solution. Calculated Flory-Huggins interaction parameters were found to support the trends determined by SANS. This research has led to a greater understanding of ligand structure and solvation during the nanoparticle precipitation process, providing critical results to model the ligand repulsion contributions to the interparticle interaction energy, which governs the nanoparticle behavior in solution. In addition, nanoparticle clustering was observed at dilute concentrations, and a fractal cluster model was used to interpret the SANS data.									7	0	0	0	0	7			1932-7447			WOS:000295058100001		
J	Hu, Meng-Jun; Cox, Kerik D.; Schnabel, Guido; Luo, Chao-Xi								Monilinia Species Causing Brown Rot of Peach in China								PLOS ONE				6	9					e24990	10.1371/journal.pone.0024990			SEP 27 2011	2011	In this study, 145 peaches and nectarines displaying typical brown rot symptoms were collected from multiple provinces in China. A subsample of 26 single-spore isolates were characterized phylogenetically and morphologically to ascertain species. Phylogenetic analysis of internal transcribed spacer (ITS) regions 1 and 2, glyceraldehyde-3-phosphate dehydrogenase (G3PDH), b-tubulin (TUB2) revealed the presence of three distinct Monilinia species. These species included Monilinia fructicola, Monilia mumecola, and a previously undescribed species designated Monilia yunnanensis sp. nov. While M. fructicola is a well-documented pathogen of Prunus persica in China, M. mumecola had primarily only been isolated from mume fruit in Japan. Koch's postulates for M. mumecola and M. yunnanensis were fulfilled confirming pathogenicity of the two species on peach. Phylogenetic analysis of ITS, G3PDH, and TUB2 sequences indicated that M. yunnanensis is most closely related to M. fructigena, a species widely prevalent in Europe. Interestingly, there were considerable differences in the exon/intron structure of the cytochrome b (Cyt b) gene between the two species. Morphological characteristics, including spore size, colony morphology, lesion growth rate, and sporulation, support the phylogenetic evidence suggesting the designation of M. yunnanensis as a new species. A new multiplex PCR method was developed to facilitate the detection of M. yunnanensis and differentiation of Monilinia spp. causing brown rot of peach in China.									30	4	0	24	0	34			1932-6203			WOS:000295933700013	21980371	
J	Dodson, Heidi C.; Morris, Meredith T.; Morris, James C.								Glycerol 3-Phosphate Alters Trypanosoma brucei Hexokinase Activity in Response to Environmental Change								JOURNAL OF BIOLOGICAL CHEMISTRY				286	38			33150	33157		10.1074/jbc.M111.235705			SEP 23 2011	2011	The African trypanosome, Trypanosoma brucei, compartmentalizes some metabolic enzymes within peroxisome-like organelles called glycosomes. The amounts, activities, and types of glycosomal enzymes are modulated coincident with developmental and environmental changes. Pexophagy (fusion of glycosomes with acidic lysosomes) has been proposed to facilitate this glycosome remodeling. Here, we report that, although glycosome-resident enzyme T. brucei hexokinase 1 (TbHK1) protein levels are maintained during pexophagy, acidification inactivates the activity. Glycerol 3-phosphate, which is produced in vivo by a glycosome-resident glycerol kinase, mitigated acid inactivation of lysate-derived TbHK activity. Using recombinant TbHK1, we found that glycerol 3-P influenced enzyme activity at pH 6.5 by preventing substrate and product inhibition by ATP and ADP, respectively. Additionally, TbHK1 inhibition by the flavonol quercetin (QCN) was partially reversed by glycerol 3-P at pH 7.4, whereas at pH 6.5, enzyme activity in the presence of QCN was completely maintained by glycerol 3-P. However, glycerol 3-P did not alter the interaction of QCN with TbHK1, as the lone Trp residue (Trp-177) was quenched under all conditions tested. These findings suggest potential novel mechanisms for the regulation of TbHK1, particularly given the acidification of glycosomes that can be induced under a variety of parasite growth conditions.									5	0	0	5	0	5			0021-9258			WOS:000294968800034	21813651	
J	Luo, Jian; Cheng, Huikai; Asl, Kaveh Meshinchi; Kiely, Christopher J.; Harmer, Martin P.				Luo, Jian/A-4777-2008; Cheng, Huikai/I-2933-2013	Cheng, Huikai/0000-0003-0131-3298			The Role of a Bilayer Interfacial Phase on Liquid Metal Embrittlement								SCIENCE				333	6050			1730	1733		10.1126/science.1208774			SEP 23 2011	2011	Intrinsically ductile metals are prone to catastrophic failure when exposed to certain liquid metals, but the atomic-level mechanism for this effect is not fully understood. We characterized a model system, a nickel sample infused with bismuth atoms, by using aberration-corrected scanning transmission electron microscopy and observed a bilayer interfacial phase that is the underlying cause of embrittlement. This finding provides a new perspective for understanding the atomic-scale embrittlement mechanism and for developing strategies to control the practically important liquid metal embrittlement and the more general grain boundary embrittlement phenomena in alloys. This study further demonstrates that adsorption can induce a coupled grain boundary structural and chemical phase transition that causes drastic changes in properties.									86	4	0	4	0	88			0036-8075			WOS:000295121500037	21940889	
J	Lin, SongYi; Guo, Yang; Liu, JingBo; You, Qi; Yin, YongGuang; Cheng, Sheng				Lin, Song-Y i /A-1778-2012				Optimized enzymatic hydrolysis and pulsed electric field treatment for production of antioxidant peptides from egg white protein								AFRICAN JOURNAL OF BIOTECHNOLOGY				10	55			11648	11657					SEP 21 2011	2011	Egg white protein powder was hydrolyzed by alcalase to produce antioxidant peptides, which were prepared under optimal enzymatic parameters that were obtained from the preliminary one-factor-at-a-time test and response surface methodology (RSM). Thereafter, the hydrolysates were sequentially fractionated by ultra filtration membranes in cut-off molecular weight (MW) of 30, 10 and 1 kDa and tested in terms of their reducing power (RP). The results show that the alcalase hydrolysates possessed strong RP ability, particularly for the fraction within <1 kDa. This fraction was further treated by high-intensity pulsed electric field (PEF) to investigate its effect on the antioxidant activity of the peptide within 6 h. The result demonstrated that the PEF could significantly improve the antioxidant activity of the treated peptide fraction within 4 h, but the effects might be reversible.									16	5	0	14	0	21			1684-5315			WOS:000298538000042		
J	Daday, Csaba; Manolescu, Andrei; Marinescu, D. C.; Gudmundsson, Vidar				Gudmundsson, Vidar/H-1931-2011; Manolescu, Andrei /G-4565-2014	Gudmundsson, Vidar/0000-0001-8939-3522; 			Electronic charge and spin density distribution in a quantum ring with spin-orbit and Coulomb interactions								PHYSICAL REVIEW B				84	11					115311	10.1103/PhysRevB.84.115311			SEP 20 2011	2011	Charge and spin density distributions are studied within a nanoring structure endowed with Rashba and Dresselhaus spin-orbit interactions (SOIs). For a small number of electrons, in the presence of an external magnetic field and of the Coulomb interaction, the energy spectrum of the system is calculated through an exact numerical diagonalization procedure. The eigenstates thus determined are used to estimate the charge and spin densities around the ring. We find that when more than two electrons are considered, the charge density deformations induced by SOIs are dramatically flattened by the Coulomb repulsion, while the spin density deformations are amplified.									13	0	0	1	0	13			2469-9950	2469-9969		WOS:000295045200005		
J	McIntyre, T. P.; Minchin, R. F.; Momjian, E.; Henning, P. A.; Kaur, A.; Parton, B.				Minchin, Robert/F-6343-2012	Minchin, Robert/0000-0002-1261-6641			DISCOVERY AND FOLLOW-UP OF A NEARBY GALAXY FROM THE ARECIBO ZONE OF AVOIDANCE SURVEY								ASTROPHYSICAL JOURNAL LETTERS				739	1					L26	10.1088/2041-8205/739/1/L26			SEP 20 2011	2011	The Arecibo L-Band Feed Array Zone of Avoidance (ALFA ZOA) Survey has discovered a nearby galaxy, ALFA ZOA J1952+1428, at a heliocentric velocity of +279 km s(-1). The galaxy was discovered at low Galactic latitude by 21 cm emission from neutral hydrogen (H-I). We have obtained follow-up observations with the Expanded Very Large Array and the 0.9 m Southeastern Association for Research in Astronomy optical telescope. The Hi distribution overlaps an uncataloged, potential optical counterpart. The H-I linear size is 1.4 kpc at our adopted distance of D = 7 Mpc, but the distance estimate is uncertain as Hubble's law is unreliable at low recessional velocities. The optical counterpart has m(B) = 16.9 mag and B - R = 0.1 mag. These characteristics, including M-HI = 10(7.0) M-circle dot and L-B = 10(7.5) L-circle dot, if at 7 Mpc, indicate that this galaxy is a blue compact dwarf, but this remains uncertain until further follow-up observations are complete. Optical follow-up observations are ongoing and near-infrared follow-up observations have been scheduled.									2	0	1	0	0	3			2041-8205			WOS:000294762900026		
J	Musgraves, J. David; Wachtel, Peter; Novak, Spencer; Wilkinson, Jacklyn; Richardson, Kathleen				Musgraves, J David/D-9260-2011; Richardson, Kathleen/A-6012-2011	Musgraves, J David/0000-0003-4575-5119; 			Composition dependence of the viscosity and other physical properties in the arsenic selenide glass system								JOURNAL OF APPLIED PHYSICS				110	6					063503	10.1063/1.3638122			SEP 15 2011	2011	The viscosity of the As(x)Se(100-x) family of glasses has been measured for 10 <= x <= 40 using beam bending and parallel plate viscometry, and fit with the Vogel-Fulcher-Tamann (VFT) viscosity model. Measurement of other physical properties of the glasses, including the density, glass transition temperature, and coefficient of thermal expansion has been conducted in order to accurately calculate the viscosity as a function of temperature and glass composition. The variation in fragility of the glasses is explained in the context of frozen-in configurational entropy in the glasses. This configurational entropy has minima at the endpoints of the one-dimensional network of amorphous selenium and the fully three-dimensional network of As(40)Se(60), and an apparent maximum at the composition As(30)Se(70). The frozen-in configurational entropy can be well described by a modified entropy of mixing of two solid solutions model, implying that the topological contribution to configurational entropy is nearly constant across the composition space studied. (C) 2011 American Institute of Physics. [doi:10.1063/1.3638122]									26	0	0	0	0	26			0021-8979			WOS:000295619300023		
J	Linke, Alexander; Rebholz, Leo G.; Wilson, Nicholas E.								On the convergence rate of grad-div stabilized Taylor-Hood to Scott-Vogelius solutions for incompressible flow problems								JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS				381	2			612	626		10.1016/j.jmaa.2011.03.019			SEP 15 2011	2011	It was recently proven in Case et al. (2010) 121 that, under mild restrictions, grad-div stabilized Taylor-Hood solutions of Navier-Stokes problems converge to the Scott-Vogelius solution of that same problem. However, even though the analytical rate was only shown to be gamma(-1/2) (where gamma is the stabilization parameter), the computational results suggest the rate may be improvable to gamma(-1). We prove herein the analytical rate is indeed gamma(-1), and extend the result to other incompressible flow problems including Leray-alpha and MHD. Numerical results are given that verify the theory. (C) 2011 Elsevier Inc. All rights reserved.									9	0	0	0	0	9			0022-247X			WOS:000290972700015		
