PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	McGovern, Tamara M.; Keever, Carson C.; Saski, Christopher A.; Hart, Michael W.; Marko, Peter B.								Divergence genetics analysis reveals historical population genetic processes leading to contrasting phylogeographic patterns in co-distributed species								MOLECULAR ECOLOGY				19	22			5043	5060		10.1111/j.1365-294X.2010.04854.x			NOV 2010	2010	Coalescent samplers are computational time machines for inferring the historical demographic genetic processes that have given rise to observable patterns of spatial genetic variation among contemporary populations. We have used traditional characterizations of population structure and coalescent-based inferences about demographic processes to reconstruct the population histories of two co-distributed marine species, the frilled dog whelk, Nucella lamellosa, and the bat star, Patiria miniata. Analyses of population structure were consistent with previous work in both species except that additional samples of N. lamellosa showed a larger regional genetic break on Vancouver Island (VI) rather than between the southern Alexander Archipelago as in P. miniata. Our understanding of the causes, rather than just the patterns, of spatial genetic variation was dramatically improved by coalescent analyses that emphasized variation in population divergence times. Overall, gene flow was greater in bat stars (planktonic development) than snails (benthic development) but spatially homogeneous within species. In both species, these large phylogeographic breaks corresponded to relatively ancient divergence times between populations rather than regionally restricted gene flow. Although only N. lamellosa shows a large break on VI, population separation times on VI are congruent between species, suggesting a similar response to late Pleistocene ice sheet expansion. The absence of a phylogeographic break in P. miniata on VI can be attributed to greater gene flow and larger effective population size in this species. Such insights put the relative significance of gene flow into a more comprehensive historical biogeographic context and have important implications for conservation and landscape genetic studies that emphasize the role of contemporary gene flow and connectivity in shaping patterns of population differentiation.									29	0	0	30	1	30			0962-1083	1365-294X		WOS:000283986700018	21040048	
J	Miles, William W.; Rebholz, Leo G.								An Enhanced-Physics-Based Scheme for the NS-alpha Turbulence Model								NUMERICAL METHODS FOR PARTIAL DIFFERENTIAL EQUATIONS				26	6			1530	1555		10.1002/num.20509			NOV 2010	2010	We study a new enhanced-physics-based numerical scheme for the NS-alpha turbulence model that conserves both energy and helicity. Although most turbulence models (in the continuous case) conserve only energy, NS-alpha is one of only a very few that also conserve helicity. This is one reason why it is becoming accepted as the most physically accurate turbulence model. However, no numerical scheme for NS-alpha, until now, conserved both energy and helicity, and thus the advantage gained in physical accuracy by modeling with NS-alpha could be lost in a computation. This report presents a finite element numerical scheme, and gives a rigorous analysis of its conservation properties, stability, solution existence, and convergence. A key feature of the analysis is the identification of the discrete energy and energy dissipation norms, and proofs that these norms are equivalent (provided a careful choice of filtering radius) in the discrete space to the usual energy and energy dissipation norms. Numerical experiments are given to demonstrate the effectiveness of the scheme over usual (helicity-ignoring) schemes. A generalization of this scheme to a family of high-order NS-alpha-deconvolution models, which combine the attractive physical properties of NS-alpha with the high accuracy gained by combining a-filtering with van Cittert approximate deconvolution. (C) 2009 Wiley Periodicals, Inc. Numer Methods Partial Differential Eq 26: 1530-1555, 2010									8	0	0	0	0	8			0749-159X	1098-2426		WOS:000282739400019		
J	God, Jason; Tate, Patricia L.; Larcom, Lyndon L.								Red raspberries have antioxidant effects that play a minor role in the killing of stomach and colon cancer cells								NUTRITION RESEARCH				30	11			777	782		10.1016/j.nutres.2010.10.004			NOV 2010	2010	Berries and berry extracts possess properties that make them important in the prevention of cancer. The high antioxidant levels of these extracts play a role, but components of the berries can have other effects on cell replication and survival. We chose to test the hypothesis that (i) although the antioxidant capacity of raspberry extracts is important for inhibiting the proliferation of tumor cells, other characteristics of the berry extracts are responsible for a major part of their antiproliferative activity, and that (ii) the relative importance of the antioxidant effect can depend on the cell type being studied. The aim of this study was to assess the relative roles of low pH and high antioxidant levels in the killing of 3 cell types by an aqueous extract from Meeker red raspberries. Stomach, colon, and breast cancer cells were treated with berry extract and with HCl and ascorbic acid solutions of the same pH. A dilution of 7.5% ascorbic acid solution, of the same pH and slightly higher antioxidant concentration than the berry extract, killed less than 10% of the stomach and colon cancer cells. In contrast, the berry extract at this same dilution killed more than 90% of these cells. Antioxidants played a more significant role in the killing of breast cancer cells, however. For these cells, approximately 50% of the killing could be attributed to antioxidant effects. We conclude that the antioxidant effect plays a minor role in the killing of 2 gastrointestinal cell types, but its role in inactivating a breast cancer cell line is much more significant. No evidence of apoptosis was observed, and caspase activation did not contribute to cell killing by the extract. (C) 2010 Elsevier Inc. All rights reserved.									6	5	0	5	0	11			0271-5317			WOS:000285405900006	21130297	
J	Schnabel, Elise; Mukherjee, Arijit; Smith, Lucinda; Kassaw, Tessema; Long, Sharon; Frugoli, Julia				Mukherjee, Arijit/A-1183-2011				The lss Supernodulation Mutant of Medicago truncatula Reduces Expression of the SUNN Gene								PLANT PHYSIOLOGY				154	3			1390	1402		10.1104/pp.110.164889			NOV 2010	2010	The number of nodules that form in a legume when interacting with compatible rhizobia is regulated by the plant. We report the identification of a mutant in nodule regulation in Medicago truncatula, like sunn supernodulator (lss), which displays shoot-controlled supernodulation and short roots, similar to sunn mutants. In contrast with the sunn-1 mutant, nodulation in the lss mutant is more extensive and is less sensitive to nitrate and ethylene, resembling the sunn-4 presumed null allele phenotype. Although the lss locus maps to the SUNN region of linkage group 4 and sunn and lss do not complement each other, there is no mutation in the genomic copy of the SUNN gene or in the 15-kb surrounding region in the lss mutant. However, expression of the SUNN gene in the shoots of lss plants is greatly reduced compared with wild-type plants. Analysis of cDNA from plants heterozygous for lss indicates that lss is a cis-acting factor affecting the expression of SUNN, and documented reversion events show it to be unstable, suggesting a possible reversible DNA rearrangement or an epigenetic change in the lss mutant. Assessment of the SUNN promoter revealed low levels of cytosine methylation in the 700-bp region proximal to the predicted transcription start site in both wild-type and lss plants, indicating that promoter hypermethylation is not responsible for the suppression of SUNN expression in lss. Thus, lss represents either a distal novel locus within the mapped region affecting SUNN expression or an uncharacterized epigenetic modification at the SUNN locus.									18	0	0	18	0	19			0032-0889			WOS:000283710300032	20861425	
J	Ravichandran, Nadarajah; Machmer, Brian; Krishnapillai, Hadakopan; Meguro, Kimiro								Micro-scale modeling of saturated sandy soil behavior subjected to cyclic loading								SOIL DYNAMICS AND EARTHQUAKE ENGINEERING				30	11			1212	1225		10.1016/j.soildyn.2010.05.002			NOV 2010	2010	Liquefaction induced damage to the built environment is one of the major causes of damage in an earthquake Since Niigata earthquake in 1964, it has been popularly recognized that the liquefaction induced ground failures caused severe damage in various forms such as sand boiling, ground settlement, lateral spreading, landslide, etc. Since then, understanding the mechanism of liquefaction phenomena became very important to take measures against the liquefaction induced ground failures To understand the mechanism of liquefaction, it is important to consider the soil as an assemblage of particles. A continuum approach may fail to explain some of the phenomena associated with liquefaction. Discrete approach, such as distinct/discrete element method (DEM), is an effective method that can simulate the mechanism of liquefaction and associated phenomena well at the microscopic level.In this study, a new three-dimensional DEM model is developed to study the liquefaction and as associated phenomena. The hollow cylindrical torsion test under undrained condition, which replicates the ground condition before and during the earthquake well, is simulated using the newly developed model. A vertical strip from the hollow cylindrical specimen is considered in the study and the boundaries in the tangential direction are numerically connected to simulate the continuity in tangential direction The liquefaction study is carried out by strain control shearing at the top while keeping the bottom plate fixed The cyclic mobility, which is observed in saturated sands when subjected to cyclic shearing, is predicted by the proposed model The effect of particle rotation on the development of dynamic pore water pressure is also investigated using the model. Also, sand boiling is simulated using the proposed model (C) 2010 Elsevier Ltd. All rights reserved									2	0	0	0	0	2			0267-7261			WOS:000281624200008		
J	Wieckhorst, S.; Bachlava, E.; Dussle, C. M.; Tang, S.; Gao, W.; Saski, C.; Knapp, S. J.; Schoen, C. -C.; Hahn, V.; Bauer, E.				Schoen, Chris/G-1867-2011; Bauer, Eva/A-6960-2011	Bauer, Eva/0000-0002-4820-2846			Fine mapping of the sunflower resistance locus Pl (ARG) introduced from the wild species Helianthus argophyllus								THEORETICAL AND APPLIED GENETICS				121	8			1633	1644		10.1007/s00122-010-1416-4			NOV 2010	2010	Downy mildew, caused by Plasmopara halstedii, is one of the most destructive diseases in cultivated sunflower (Helianthus annuus L.). The dominant resistance locus Pl (ARG) originates from silverleaf sunflower (H. argophyllus Torrey and Gray) and confers resistance to all known races of P. halstedii. We mapped Pl (ARG) on linkage group (LG) 1 of (cms)HA342 x ARG1575-2, a population consisting of 2,145 F-2 individuals. Further, we identified resistance gene candidates (RGCs) that cosegregated with Pl (ARG) as well as closely linked flanking markers. Markers from the target region were mapped with higher resolution in NDBLOSsel x KWS04, a population consisting of 2,780 F-2 individuals that does not segregate for Pl (ARG) . A large-insert sunflower bacterial artificial chromosome (BAC) library was screened with overgo probes designed for markers RGC52 and RGC151, which cosegregated with Pl (ARG) . Two RGC-containing BAC contigs were anchored to the Pl (ARG) region on LG 1.									17	0	0	17	0	17			0040-5752			WOS:000283501900020	20700574	
J	Gilbert, Juan E.; McMillian, Yolanda; Rouse, Ken; Williams, Philicity; Rogers, Gregory; McClendon, Jerome; Mitchell, Winfred; Gupta, Priyanka; Mkpong-Ruffin, Idong; Cross, E. Vincent, II								Universal access in e-voting for the blind								UNIVERSAL ACCESS IN THE INFORMATION SOCIETY				9	4			357	365		10.1007/s10209-009-0181-0			NOV 2010	2010	Since the inception of elections and election technologies, all segments of the voting population have never been granted equal access, privacy and security to voting. Modern electronic voting systems have made attempts to include disabled voters but have fallen short. Using recent developments in technology a secure, user centered, multimodal electronic voting system has been developed to study a multimodal approach for providing equity in access, privacy and security in electronic voting. This article will report findings from a study at the Alabama Institute for the Deaf and Blind where more than thirty-five blind or visually impaired participants used the multimodal voting system. The findings suggest that the proposed multimodal approach to voting is easy to use and trustworthy.									3	0	0	0	0	3			1615-5289			WOS:000289363000005		
J	Gohad, Neeraj V.; Shah, Nihar M.; Metters, Andrew T.; Mount, Andrew S.								Noradrenaline deters marine invertebrate biofouling when covalently bound in polymeric coatings								JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY				394	1-2			63	73		10.1016/j.jembe.2010.07.014			OCT 30 2010	2010	Marine biofouling is the unwanted accumulation of marine organisms on submerged structures and ships. Attempts to develop effective marine antifouling paints and coatings have had deleterious effects on marine and aquatic ecosystems. Current research efforts for designing an effective antifouling coating are focused on understanding the biology of the fouling organisms. Prior to settlement and metamorphosis, larvae of many marine invertebrates investigate surfaces using exploratory structures bearing an array of sensory cells. Interfering with these settlement and attachment mechanisms could be a promising alternative to existing antifouling strategies. Herein, we report the innovation of "fouling deterrence", an antifouling strategy in which marine invertebrate larval exploratory behaviors are exploited to defeat biofouling. Our approach is predicated upon larval recognition of covalently bound ligands, such as the catecholamine, noradrenaline which presents 'unfavorable' cues to deter larval settlement. To test this concept, we developed noradrenaline conjugated poly-HEMA (hydroxyethylmethacrylate) and poly-MAA (methacrylic acid) polymer systems. The bioactivity of covalently conjugated noradrenaline molecules was assessed using oyster hemocyte cellular assays followed by larval settlement assays using pediveliger larvae of the Eastern Oyster, Crassostrea virginica and the cyprid larvae of the barnacle, Balanus amphitrite. Noradrenaline conjugated polymer surfaces induced apoptosis in oyster hemocytes and deterred larval settlement in both oysters and barnacles. Published by Elsevier B.V.									12	0	0	9	0	12			0022-0981	1879-1697		WOS:000283027500004		
J	Gao, Jia; Mo, Xunhua; Goodwin, James G.				Gao, Jia/I-4422-2013				Relationships between oxygenate and hydrocarbon formation during CO hydrogenation on Rh/SiO2: Use of multiproduct SSITKA								JOURNAL OF CATALYSIS				275	2			211	217		10.1016/j.jcat.2010.07.029			OCT 22 2010	2010	In the present research, the mechanism of C-1 and C-2 hydrocarbon and oxygenate formation during CO hydrogenation on Rh/SiO2 were for the first time investigated in detail using multiproduct SSITKA (steady-state isotopic transient kinetic analysis). This was also the first effort to explore at the site level the relationship between similar products [e.g., EtOH (ethanol) vs. AcH (acetaldehyde)] on Rh/SiO2. A fixed-bed differential reactor was used for CO hydrogenation and SSITKA at 250 degrees C and 1.8 atm. The selectivity to CH4 was higher than any other product, but the surface reaction residence time for CH4 formation was not the shortest among all the products. The surface reaction residence time for C-2 hydrocarbons was longer than that for any other product (C-1-C-2). Even though the selectivities to AcH and EtOH were similar, their surface reaction residence times differed significantly. Based on the SSITKA results, MeOH and CH4 appear to be produced on completely different active sites. Moreover, C-2 hydrocarbons do not appear to be formed from adsorbed AcH. It is likely, however, that all C-2 products share at least one intermediate with CH4, but none with MeOH. Several recently proposed pathways for EtOH and AcH formation are presented and compared to our results. The secondary reaction of AcH to form EtOH on the same sites does not appear to be a dominant pathway for EtOH formation. However, the precise mechanism for EtOH formation still needs further investigation. (C) 2010 Elsevier Inc. All rights reserved.									15	1	0	0	0	16			0021-9517			WOS:000283687300004		
J	Lawniczak, M. K. N.; Emrich, S. J.; Holloway, A. K.; Regier, A. P.; Olson, M.; White, B.; Redmond, S.; Fulton, L.; Appelbaum, E.; Godfrey, J.; Farmer, C.; Chinwalla, A.; Yang, S. -P.; Minx, P.; Nelson, J.; Kyung, K.; Walenz, B. P.; Garcia-Hernandez, E.; Aguiar, M.; Viswanathan, L. D.; Rogers, Y. -H.; Strausberg, R. L.; Saski, C. A.; Lawson, D.; Collins, F. H.; Kafatos, F. C.; Christophides, G. K.; Clifton, S. W.; Kirkness, E. F.; Besansky, N. J.				Holloway, Alisha/H-9574-2013; 	Holloway, Alisha/0000-0001-9810-389X; Lawson, Daniel/0000-0001-7765-983X; Christophides, George/0000-0002-3323-1687			Widespread Divergence Between Incipient Anopheles gambiae Species Revealed by Whole Genome Sequences								SCIENCE				330	6003			512	514		10.1126/science.1195755			OCT 22 2010	2010	The Afrotropical mosquito Anopheles gambiae sensu stricto, a major vector of malaria, is currently undergoing speciation into the M and S molecular forms. These forms have diverged in larval ecology and reproductive behavior through unknown genetic mechanisms, despite considerable levels of hybridization. Previous genome-wide scans using gene-based microarrays uncovered divergence between M and S that was largely confined to gene-poor pericentromeric regions, prompting a speciation-with-ongoing-gene-flow model that implicated only about 3% of the genome near centromeres in the speciation process. Here, based on the complete M and S genome sequences, we report widespread and heterogeneous genomic divergence inconsistent with appreciable levels of interform gene flow, suggesting a more advanced speciation process and greater challenges to identify genes critical to initiating that process.									150	2	0	141	1	152			0036-8075			WOS:000283329100042	20966253	
