PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Garcia, Carla R.; Angele-Martinez, Carlos; Wilkes, Jenna A.; Wang, Hsiao C.; Battin, Erin E.; Brumaghim, Julia L.								Prevention of iron- and copper-mediated DNA damage by catecholamine and amino acid neurotransmitters, L-DOPA, and curcumin: metal binding as a general antioxidant mechanism								DALTON TRANSACTIONS				41	21			6458	6467		10.1039/c2dt30060e			2012	2012	Concentrations of labile iron and copper are elevated in patients with neurological disorders, causing interest in metal-neurotransmitter interactions. Catecholamine (dopamine, epinephrine, and norepinephrine) and amino acid (glycine, glutamate, and 4-aminobutyrate) neurotransmitters are antioxidants also known to bind metal ions. To investigate the role of metal binding as an antioxidant mechanism for these neurotransmitters, L-dihydroxyphenylalanine (L-DOPA), and curcumin, their abilities to prevent iron-and copper-mediated DNA damage were quantified, cyclic voltammetry was used to determine the relationship between their redox potentials and DNA damage prevention, and UV-vis studies were conducted to determine iron and copper binding as well as iron oxidation rates. In contrast to amino acid neurotransmitters, catecholamine neurotransmitters, L-DOPA, and curcumin prevent significant iron-mediated DNA damage (IC50 values of 3.2 to 18 mu M) and are electrochemically active. However, glycine and glutamate are more effective at preventing copper-mediated DNA damage (IC50 values of 35 and 12.9 mu M, respectively) than L-DOPA, the only catecholamine to prevent this damage (IC50 = 73 mu M). This metal-mediated DNA damage prevention is directly related to the metal-binding behaviour of these compounds. When bound to iron or copper, the catecholamines, amino acids, and curcumin significantly shift iron oxidation potentials and stabilize Fe3+ over Fe2+ and Cu2+ over Cu+, a factor that may prevent metal redox cycling in vivo. These results highlight the disparate antioxidant activities of neurotransmitters, drugs, and supplements and highlight the importance of considering metal binding when identifying antioxidants to treat and prevent neurodegenerative disorders.									14	0	0	11	0	14			1477-9226			WOS:000303775000015	22450660	
J	Wheeler, A. G., Jr.; Hicks, Andrew L.								Alconeura bisagittata (Beamer) (Hemiptera: Cicadellidae): First Host-Plant Association for an Apparent Specialist on Florida Rosemary, Ceratiola ericoides (Ericaceae)								PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON				114	1			164	168					JAN 2012	2012										2	0	0	2	0	2			0013-8797			WOS:000300816500010		
S	Katsanevakis, Eleni; Wen, Xuejun; Zhang, Ning						Jayakumar, R; Nair, SV		Creating Electrospun Nanofiber-Based Biomimetic Scaffolds for Bone Regeneration								BIOMEDICAL APPLICATIONS OF POLYMERIC NANOFIBERS		Advances in Polymer Science		246				63	100		10.1007/12_2011_131	10.1007/978-3-642-27148-9		2012	2012	Bone defects due to trauma, congenital deformity, or disease are highly prevalent in today's society. Some 5-10% of these injuries result in a non-union and need surgical intervention. Currently, the main treatment method for these types of defects is a bone allograft or autograft. The main issues associated with these methods include pain, infection, and donor site morbidity. Bone tissue engineering is a diverse field that focuses on the regeneration of bone by combining cells, scaffolds, growth factors, and dynamic forces. Recently, tissue engineering methods that mimic the natural extracellular matrix (ECM) of bone have been utilized to better serve this need. One such method is the use of electrospinning, which allows for the creation of polymer nanofibers with diameters ranging from a couple microns down to a few nanometers. These nanofibers are very similar in structure and size to those of the natural collagen seen in bone ECM. Further, by combining certain biomimetic techniques along with electrospinning, it is possible to more closely mimic the mechanical properties and morphology of the ECM of bone, as well as enhance cell attachment, alignment, and proliferation. For these reasons, electrospinning is a biomimetic approach that has emerged as a choice candidate for the regeneration of native bone tissue. In this review, we will describe the methods utilized to create biomimetic structures for bone tissue engineering, as well as highlight the advancements made in this field using these methods.									3	2	0	1	0	5			0065-3195		978-3-642-27147-2	WOS:000303541000003		
J	Zhang, Zhe; Miteva, Maria A.; Wang, Lin; Alexov, Emil				Zhang, Zhe/J-9434-2014	Zhang, Zhe/0000-0002-1952-5726			Analyzing Effects of Naturally Occurring Missense Mutations								COMPUTATIONAL AND MATHEMATICAL METHODS IN MEDICINE										805827	10.1155/2012/805827			2012	2012	Single-point mutation in genome, for example, single-nucleotide polymorphism (SNP) or rare genetic mutation, is the change of a single nucleotide for another in the genome sequence. Some of them will produce an amino acid substitution in the corresponding protein sequence (missense mutations); others will not. This paper focuses on genetic mutations resulting in a change in the amino acid sequence of the corresponding protein and how to assess their effects on protein wild-type characteristics. The existing methods and approaches for predicting the effects of mutation on protein stability, structure, and dynamics are outlined and discussed with respect to their underlying principles. Available resources, either as stand-alone applications or webservers, are pointed out as well. It is emphasized that understanding the molecular mechanisms behind these effects due to these missense mutations is of critical importance for detecting disease-causing mutations. The paper provides several examples of the application of 3D structure-based methods to model the effects of protein stability and protein-protein interactions caused by missense mutations as well.									24	0	0	22	0	24			1748-670X			WOS:000303757900001		
J	Ekandem, Joshua I.; Davis, Timothy A.; Alvarez, Ignacio; James, Melva T.; Gilbert, Juan E.								Evaluating the ergonomics of BCI devices for research and experimentation								ERGONOMICS				55	5			592	598		10.1080/00140139.2012.662527			2012	2012	The use of brain computer interface (BCI) devices in research and applications has exploded in recent years. Applications such as lie detectors that use functional magnetic resonance imaging (fMRI) to video games controlled using electroencephalography (EEG) are currently in use. These developments, coupled with the emergence of inexpensive commercial BCI headsets, such as the Emotiv EPOC (http://emotiv.com/index.php) and the Neurosky MindWave, have also highlighted the need of performing basic ergonomics research since such devices have usability issues, such as comfort during prolonged use, and reduced performance for individuals with common physical attributes, such as long or coarse hair. This paper examines the feasibility of using consumer BCIs in scientific research. In particular, we compare user comfort, experiment preparation time, signal reliability and ease of use in light of individual differences among subjects for two commercially available hardware devices, the Emotiv EPOC and the Neurosky MindWave. Based on these results, we suggest some basic considerations for selecting a commercial BCI for research and experimentation.Statement of Relevance: Despite increased usage, few studies have examined the usability of commercial BCI hardware. This study assesses usability and experimentation factors of two commercial BCI models, for the purpose of creating basic guidelines for increased usability. Finding that more sensors can be less comfortable and accurate than devices with fewer sensors.									14	0	0	2	0	14			0014-0139			WOS:000303584300008	22506831	
S	Dragic, Peter D.; Liu, Yuh-Shiuan; Ballato, John; Hawkins, Thomas; Foy, Paul						Honea, EC; Hendow, ST		YAG-derived fiber for high-power narrow-linewidth fiber lasers								FIBER LASERS IX: TECHNOLOGY, SYSTEMS, AND APPLICATIONS		Proceedings of SPIE		8237						82371E	10.1117/12.907478			2012	2012	We present experimental and modeling results investigating rare earth-doped (Er and Yb) YAG-derived silica fibers (RYDF) as candidates for use in high-power narrow-linewidth fiber lasers. Fabrication of the RYDFs via a rod-in-tube method, starting from crystalline YAG, and its transformation to the amorphous state is described. Stimulated Brillouin scattering (SBS) suppression results from material properties that cooperate to yield a low Brillouin gain coefficient (BGC), namely reduced photoelastic constant and increased acoustic velocity, mass density, and Brillouin spectral width relative to silica. We find typical BGC values for large-mode-area RYDFs to be around 0.5x10(-11) m/W. Utilizing a materials model, these results are extrapolated to compositionally-design further reductions to the BGC, including introducing other co-dopants to the mixture. Finally, we focus on the Yb-doped RYDF (YYDF) and show that it is a good candidate for use in kW-class narrow-linewidth fiber lasers via spectroscopy and amplifier experiments. The RYDFs are found to be very similar to conventional aluminosilicate fibers. We also find that YYDFs offer improved compatibility with phase modulating the laser for further increases in the SBS threshold. Using novel fiber fabrication methods with less-common and low-silica materials can lead to promising glass recipes with ultra-low intrinsic BGCs.					Conference on Fiber Lasers IX - Technology, Systems, and ApplicationsConference on Fiber Lasers IX - Technology, Systems, and Applications	JAN 23-26, 2012JAN 23-26, 2012	SPIE; NKT Photon A/S; Fianium Ltd; PolarOnyx, IncSPIE; NKT Photon A/S; Fianium Ltd; PolarOnyx, Inc	San Francisco, CASan Francisco, CA	2	0	0	0	0	2			0277-786X		978-0-8194-8880-0	WOS:000302609600037		
S	Shah, Lawrence; Sims, R. Andrew; Kadwani, Pankaj; Willis, Christina C. C.; Bradford, Joshua B.; Roth, Zachary; Pung, Aaron; Poutous, Menelous; Johnson, Eric G.; Richardson, Martin				Shah, Lawrence/F-4462-2014	Shah, Lawrence/0000-0002-0462-5089	Honea, EC; Hendow, ST		Integrated 100 W, polarized, narrow linewidth thulium fiber MOPA system								FIBER LASERS IX: TECHNOLOGY, SYSTEMS, AND APPLICATIONS		Proceedings of SPIE		8237						82371M	10.1117/12.909292			2012	2012	We report on a Tm: fiber master oscillator power amplifier system producing 100 W output power, with >10 dB polarization extinction ratio and diffraction-limited beam quality. To our knowledge, this is the highest polarized output power from an integrated Tm: fiber laser. The oscillator uses polarization maintaining (PM) single mode fiber with 10/130 mu m core/cladding diameters, and the amplifier uses large mode area PM fiber with 25/400 mu m core/cladding diameters. The oscillator and amplifier are pumped using 793 nm diodes spliced with pump combiners, and the oscillator is spliced to the amplifier via a mode field adaptor.					Conference on Fiber Lasers IX - Technology, Systems, and ApplicationsConference on Fiber Lasers IX - Technology, Systems, and Applications	JAN 23-26, 2012JAN 23-26, 2012	SPIE; NKT Photon A/S; Fianium Ltd; PolarOnyx, IncSPIE; NKT Photon A/S; Fianium Ltd; PolarOnyx, Inc	San Francisco, CASan Francisco, CA	0	0	0	0	0	0			0277-786X		978-0-8194-8880-0	WOS:000302609600044		
S	Wang, Rui; Yun, Julie X.; Goodwin, Richard; Markwald, Roger; Borg, Thomas K.; Runyan, Raymond B.; Gao, Bruce				Runyan, Raymond/B-6977-2012	Runyan, Raymond/0000-0002-7410-916X	Kollias, N; Choi, B; Zeng, H; Kang, HW; Knudsen, BE; Wong, BJF; Ilgner, JF; Izdebski, K; Suter, MJ; Lam, S; Brenner, M; Gregory, KW; Tearney, GJ; Marcu, L; Hirschberg, H; Madsen, S; MahadevanJansen, A; Jansen, ED; Mandelis, A		4D imaging of embryonic chick hearts by streak-mode Fourier domain optical coherence tomography								PHOTONIC THERAPEUTICS AND DIAGNOSTICS VIII, PTS 1 AND 2		Proceedings of SPIE		8207						82073V	10.1117/12.907156			2012	2012	Recently, we developed the streak-mode Fourier domain optical coherence tomography (OCT) technique in which an area-scan camera is used in a streak-mode to record the OCT spectrum. Here we report the application of this technique to in ovo imaging HH18 embryonic chick hearts with an ultrahigh speed of 1,016,000 axial scans per second. The high-scan rate enables the acquisition of high temporal resolution 2D datasets (1,000 frames per second or 1 ms between frames) and 3D datasets (10 volumes per second), without use of prospective or retrospective gating technique. This marks the first time that the embryonic animal heart has been 4D imaged using a megahertz OCT.					Conference on Photonic Therapeutics and Diagnostics VIIIConference on Photonic Therapeutics and Diagnostics VIII	JAN 21-24, 2012JAN 21-24, 2012	SPIESPIE	San Francisco, CASan Francisco, CA	1	0	0	0	0	1			0277-786X		978-0-8194-8850-3	WOS:000302580900072		
J	Brawley, Joel V.; Brillhart, John; Gould, Henry W.								Recollections of Leonard Carlitz								ACTA ARITHMETICA				152	4			361	372		10.4064/aa152-4-3			2012	2012										1	0	0	0	0	1			0065-1036			WOS:000302882100003		
S	Hosseinimakarem, Zahra; Poutous, Menelaos K.; Johnson, Eric G.						Schoenfeld, WV; Rumpf, RC; VonFreymann, G		Photoresist roughness characterization in additive lithography processes for the fabrication of phase-only optical vortices								ADVANCED FABRICATION TECHNOLOGIES FOR MICRO/NANO OPTICS AND PHOTONICS V		Proceedings of SPIE		8249						82491M	10.1117/12.909719			2012	2012	The roughness on the surface of phase-only micro-optical elements can limit their performance. An optical vortex phase element was fabricated by using additive lithography with an optimized process to have minimal surface roughness. Thick photoresist was used in order to obtain the appropriate dynamic range for the desired phase profile. We investigated the effects of both post applied and post exposure baking processes, as well as the effects of surfactant in the developer. We found the resist surface roughness to be a function of both the temperature and the time of the respective bakes, as well as the developer surfactant content.					Conference on Advanced Fabrication Technologies for Micro/Nano Optics and Photonics VConference on Advanced Fabrication Technologies for Micro/Nano Optics and Photonics V	JAN 24-25, 2012JAN 24-25, 2012	SPIE; Dyoptyka; VUZIX CorpSPIE; Dyoptyka; VUZIX Corp	San Francisco, CASan Francisco, CA	1	0	0	0	0	1			0277-786X		978-0-8194-8892-3	WOS:000302640700039		
