PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
B	Williams, Brian J.; Song, Bo; Chou, Chiao-Ying; Williams, Thomas M.; Hom, John						Li, C; Lafortezza, R; Chen, J		Software Applications to Three-Dimensional Visualization of Forest Landscapes - A Case Study Demonstrating the Use of Visual Nature Studio (VNS) in Visualizing Fire Spread in Forest Landscapes								LANDSCAPE ECOLOGY IN FOREST MANAGEMENT AND CONSERVATION: CHALLENGES AND SOLUTIONS FOR GLOBAL CHANGE								148	175			10.1007/978-3-642-12754-0		2011	2011	Three-dimensional (3D) visualization is a useful tool that depicts virtual forest landscapes on computer. Previous studies in visualization have required high end computer hardware and specialized technical skills. A virtual forest landscape can be used to show different effects of disturbances and management scenarios on a computer, which allows observation of forest landscapes without time limitations. This chapter lists updated methods and software used for 3D visualization of forest landscapes, and demonstrates a fire visualization using Visual Nature Studio and standard computer hardware. Elevation and vegetation data were used to create a representation of the New Jersey pine barrens environment. Photographic images were edited to use as image object models for forest vegetation. The FARSITE fire behavioral model was used to model a fire typical of that area. Output from FARSITE was used to visualize the fire with tree models edited to simulate burning and flame models. Both static and animated views of the fire spread and effects were visualized. The visualization method was evaluated for advantages and disadvantages. VNS visualization is realistic, including many effects such as ground textures, lighting, user-made models, and atmospheric effects. However VNS has additional hardware requirements in terms or memory or hard drive space and sometimes renders images slowly.									1	0	0	1	0	1					978-3-642-12753-3	WOS:000288968400007		
J	You, Lin; Han, Guangguo; Zeng, Jiwen; Sang, Yongxuan								Computing the Characteristic Polynomials of a Class of Hyperelliptic Curves for Cryptographic Applications								MATHEMATICAL PROBLEMS IN ENGINEERING										437541	10.1155/2011/437541			2011	2011	Hyperelliptic curves have been widely studied for cryptographic applications, and some special hyperelliptic curves are often considered to be used in practical cryptosystems. Computing Jacobian group orders is an important operation in constructing hyperelliptic curve cryptosystems, and the most common method used for the computation of Jacobian group orders is by computing the zeta functions or the characteristic polynomials of the related hyperelliptic curves. For the hyperelliptic curve C(q): v(2) = u(p) + au + b over the field F(q) with q being a power of an odd prime p, Duursma and Sakurai obtained its characteristic polynomial for q = p, a = -1, and b is an element of F(p). In this paper, we determine the characteristic polynomials of C(q) over the finite field F(pn) for n = 1, 2 and a, b is an element of F(pn). We also give some computational data which show that many of those curves have large prime factors in their Jacobian group orders, which are both practical and vital for the constructions of efficient and secure hyperelliptic curve cryptosystems.									1	0	0	0	0	1			1024-123X			WOS:000293578400001		
J	Abegaz, Tamirat; Dozier, Gerry; Bryant, Kelvin; Adams, Joshua; Shelton, Joseph; Ricanek, Karl; Woodard, Damon L.			IEEE					SSGA & EDA Based Feature Selection and Weighting for Face Recognition								2011 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)		IEEE Congress on Evolutionary Computation						1375	1381					2011	2011	In this paper, we compare genetic and evolutionary feature selection (GEFeS) and weighting (GEFeW) using a number of biometric datasets. GEFeS and GEFeW have been implemented as instances of Steady-State Genetic and Estimation of Distribution Algorithms. Our results show that GEFeS and GEFeW dramatically improve recognition accuracy as well as reduce the number of features needed for facial recognition. Our results also show that the Estimation of Distribution Algorithm implementation of GEFeW has the best overall performance.					IEEE Congress on Evolutionary Computation (CEC)IEEE Congress on Evolutionary Computation (CEC)	JUN 05-08, 2011JUN 05-08, 2011	IEEE; IEEE Computat Intelligence SocIEEE; IEEE Computat Intelligence Soc	New Orleans, LANew Orleans, LA	1	0	0	0	0	1					978-1-4244-7835-4	WOS:000312932600186		
J	Brown, Jim L.								On the cuspidality of pullbacks of Siegel Eisenstein series to Sp(2m) x Sp(2n)								JOURNAL OF NUMBER THEORY				131	1			106	119		10.1016/j.jnt.2010.07.009			JAN 2011	2011	In this paper we study the pullback of a Siegel Eisenstein series on Sp(2m+2n) to Sp(2m) x Sp(2n). There is a well-established literature on such pullbacks. In the case that m = n Garrett showed that the pullback is actually a cusp form in each variable separately. Here we generalize this result showing the pullback is cuspidal in the smaller variable in the case m not equal n. Such results have applications to producing congruences between Siegel modular forms. (C) 2010 Elsevier Inc. All rights reserved.									5	0	0	0	0	5			0022-314X			WOS:000283401800008		
J	Lee, Hyesuk								Optimal control for quasi-Newtonian flows with defective boundary conditions								COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING				200	33-36			2498	2506		10.1016/j.cma.2011.04.019			2011	2011	We consider a generalized-Newtonian fluid with defective boundary conditions where only flow rates or mean pressures are prescribed on parts of boundary. The defect boundary condition problem is formulated as an optimal control problem in which a Neumann or Dirichlet boundary control is used for matching given flow rates or mean pressures. For the constrained optimization problem an optimality system is derived from which a solution of the problem is obtained. Computational algorithms are discussed and numerical results are also presented. (C) 2011 Elsevier B.V. All rights reserved.									4	0	0	0	0	4			0045-7825			WOS:000292434200003		
S	Morse, John C.						Majecka, K; Majecki, J; Morse, J		The Trichoptera World Checklist								PROCEEDINGS OF THE 13TH INTERNATIONAL SYMPOSIUM ON TRICHOPTERA		Zoosymposia		5				372	380					2011	2011	The Trichoptera World Checklist (TWC) is a project of the successive International Symposia on Trichoptera, with the responsibility for its policy and maintenance assigned to the international Trichoptera Checklist Coordinating Committee. The TWC originated 20 years ago and has been available on the worldwide web for over 11 years, providing ready access to data regarding caddisfly taxa. Security is assured by daily backup of the database. Trichoptera scientists everywhere are urged to continue sending their published research to the Editor. As of June 2009, the TWC included records for 13,574 valid, extant species and 308 valid, extant subspecies in 609 genera of 47 families. It also included 650 valid, extinct (fossil) species, 113 extinct genera, and 8 extinct families. The density of species among biogeographic regions is variable, with known species density in the Oriental Region about 7.5 times that in the Afrotropical Region.					13th International Symposium on Trichoptera13th International Symposium on Trichoptera	JUN 22-27, 2009JUN 22-27, 2009		Bialowieza, POLANDBialowieza, POLAND	14	0	0	14	2	14			1178-9913		978-1-86977-724-1	WOS:000292386100029		
B	Goddard, Wayne; Oellermann, Ortrud R.						Dehmer, M		Distance in Graphs								STRUCTURAL ANALYSIS OF COMPLEX NETWORKS								49	72		10.1007/978-0-8176-4789-6_3	10.1007/978-0-8176-4789-6		2011	2011	The distance between two vertices is the basis of the definition of several graph parameters including diameter, radius, average distance and metric dimension. These invariants are examined, especially how they relate to one another and to other graph invariants and their behaviour in certain graph classes. We also discuss characterizations of graph classes described in terms of distance or shortest paths. Finally, generalizations are considered.									13	0	0	1	0	13					978-0-8176-4788-9	WOS:000283896000003		
B	Katam, Ramesh; Panthee, Dilip R.; Bhattacharya, Anjanabha; Basha, Sheikh M.; Kole, Chittaranjan						Kole, C		Arabidopsis								WILD CROP RELATIVES: GENOMIC AND BREEDING RESOURCES - OILSEEDS								1	16		10.1007/978-3-642-14871-2_1			2011	2011										0	0	0	0	0	0					978-3-642-14870-5	WOS:000288917300001		
J	Monteith, J. Yates; McGregor, John D.			IEEE					Integrating Instructional and Study Materials to Tailor a Student-Specific Resource								2011 24TH IEEE-CS CONFERENCE ON SOFTWARE ENGINEERING EDUCATION AND TRAINING (CSEET)								294	303					2011	2011	Courses about various software engineering practices, e. g. testing and architecture, all ultimately relate to a process for applying the practice. We have used that process as the organizing principle for undergraduate and graduate software engineering courses. The Software Process Engineering Meta-model (SPEM) provides a means for engineering a process for the specific practice being studied and even tailoring that process to the specific needs of a project. We have used the Eclipse Process Framework, an implementation of the SPEM, as a tool to allow instructors to create, modify and reuse a baseline electronic textbook as well as for students to collect, organize, and represent information in a form most meaningful to them. We present examples and data from one undergraduate introduction to software engineering course and two graduate courses in verification and validation and software architecture gathered over several years.					24th IEEE-CS Conference on Software Engineering Education and Training (CSEEandT)/33rd International Conference on Software Engineering (ICSE)24th IEEE-CS Conference on Software Engineering Education and Training (CSEEandT)/33rd International Conference on Software Engineering (ICSE)	MAY 22-24, 2011MAY 22-24, 2011	IEEE; IEEE Comp SocIEEE; IEEE Comp Soc	Honolulu, HIHonolulu, HI	1	0	0	0	0	1					978-1-4577-0348-5	WOS:000299277100031		
J	Agnew, Lois; Murphy, James J.; Glenn, Cheryl; Johnson, Nan; Swearingen, Jan; Enos, Richard Leo; Neel, Jasper; Ferreira-Buckley, Linda; Rice, Janice Lauer; Atwill, Janet M.; Welch, Kathleen Ethel; Mountford, Roxanne; Miller, Thomas; Vitanza, Victor J.								Rhetorical Historiography and the Octalogs								RHETORIC REVIEW				30	3			237	257	PII 938693977	10.1080/07350198.2011.581935			2011	2011										2	0	0	0	0	2			0735-0198			WOS:000291815800001		
