PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Xiao, Feipeng; Punith, V. S.; Amirkhanian, Serji N.								Effects of non-foaming WMA additives on asphalt binders at high performance temperatures								FUEL				94	1			144	155		10.1016/j.fuel.2011.09.017			APR 2012	2012	Due to many reasons including the energy reductions and environmental benefits, warm asphalt has been gaining increasing popularity in recent years around the world. In the present study, the objective was to conduct a laboratory investigation of rheological properties of non-foaming WMA additives at high performance temperatures. The conventional testing procedures such as viscosity, performance grade, creep and creep recovery, amplitude sweep and frequency sweep as well as specific Fourier Transform Infrared Spectroscopy (FTIR) were performed to determine the influences of non-foaming additives on asphalt binders. The experimental design included eight binders and four non-foaming WMA additives. The test results indicated that, the non-foaming WMA additive can slightly reduce the viscosity value of asphalt binder and thus decrease the mixing and compaction temperatures of the mixture. The binders containing non-foam additive have a slight increase in high failure temperatures compared to control binder and thus improving the rutting resistance of the mixtures. In addition, creep recovery, amplitude and frequency sweep tests show that the binders with Sasobit has a slightly higher complex modulus but exhibits lower creep compliance and phase angle than the binder containing other WMA additives regardless of asphalt type and grade. Furthermore, FTIR analysis results indicate that the binder type plays a key role in determining the rheological properties of WMA binders. (C) 2011 Elsevier Ltd. All rights reserved.									44	2	0	2	1	46			0016-2361			WOS:000300497300015		
J	Banks, David; Datta, Gauri; Karr, Alan; Lynch, James; Niemi, Jarad; Vera, Francisco								Bayesian CAR models for syndromic surveillance on multiple data streams: Theory and practice								INFORMATION FUSION				13	2	SI		105	116		10.1016/j.inffus.2009.10.005			APR 2012	2012	Syndromic surveillance has, so far, considered only simple models for Bayesian inference. This paper details the methodology for a serious, scalable solution to the problem of combining symptom data from a network of US hospitals for early detection of disease outbreaks. The approach requires high-end Bayesian modeling and significant computation, but the strategy described in this paper appears to be feasible and offers attractive advantages over the methods that are currently used in this area. The method is illustrated by application to ten quarters worth of data on opioid drug abuse surveillance from 636 reporting centers, and then compared to two other syndromic surveillance methods using simulation to create known signal in the drug abuse database. (C) 2009 Elsevier B.V. All rights reserved.									9	0	0	5	0	9			1566-2535			WOS:000300921000003		
J	Xuan, Pengfei; Zhang, Yuehua; Tzeng, Tzuen-rong Jeremy; Wan, Xiu-Feng; Luo, Feng								A quantitative structure-activity relationship (QSAR) study on glycan array data to determine the specificities of glycan-binding proteins								GLYCOBIOLOGY				22	4			552	560		10.1093/glycob/cwr163			APR 2012	2012	Advances in glycan array technology have provided opportunities to automatically and systematically characterize the binding specificities of glycan-binding proteins. However, there is still a lack of robust methods for such analyses. In this study, we developed a novel quantitative structure-activity relationship (QSAR) method to analyze glycan array data. We first decomposed glycan chains into mono-, di-, tri- or tetrasaccharide subtrees. The bond information was incorporated into subtrees to help distinguish glycan chain structures. Then, we performed partial least-squares (PLS) regression on glycan array data using the subtrees as features. The application of QSAR to the glycan array data of different glycan-binding proteins demonstrated that PLS regression using subtree features can obtain higher R-2 values and a higher percentage of variance explained in glycan array intensities. Based on the regression coefficients of PLS, we were able to effectively identify subtrees that indicate the binding specificities of a glycan-binding protein. Our approach will facilitate the glycan-binding specificity analysis using the glycan array. A user-friendly web tool of the QSAR method is available at http://bci.clemson.edu/tools/glycan_array.									9	0	0	7	0	9			0959-6658			WOS:000301005600010	22156918	
J	Shen, Haiying; Xu, Cheng-Zhong								Leveraging a Compound Graph-Based DHT for Multi-Attribute Range Queries with Performance Analysis								IEEE TRANSACTIONS ON COMPUTERS				61	4			433	447		10.1109/TC.2011.30			APR 2012	2012	Resource discovery is critical to the usability and accessibility of grid computing systems. Distributed Hash Table (DHT) has been applied to grid systems as a distributed mechanism for providing scalable range-query and multi-attribute resource discovery. Multi-DHT-based approaches depend on multiple DHT networks with each network responsible for a single attribute. Single-DHT-based approaches keep the resource information of all attributes in a single node. Both classes of approaches lead to high overhead. In this paper, we propose a Low-Overhead Range-query Multi-attribute (LORM) DHT-based resource discovery approach. Unlike other DHT-based approaches, LORM relies on a single compound graph-based DHT network and distributes resource information among nodes in balance by taking advantage of the compound graph structure. Moreover, it has high capability to handle the large-scale and dynamic characteristics of resources in grids. Experimental results demonstrate the efficiency of LORM in comparison with other resource discovery approaches. LORM dramatically reduces maintenance and resource discovery overhead. In addition, it yields significant improvements in resource location efficiency. We also analyze the performance of the LORM approach rigorously by comparing it with other multi-DHT-based and single-DHT-based approaches with respect to their overhead and efficiency. The analytical results are consistent with experimental results, and prove the superiority of the LORM approach in theory.									7	3	0	0	0	9			0018-9340	1557-9956		WOS:000300574100001		
J	Shen, Haiying; Hwang, Kai								Locality-Preserving Clustering and Discovery of Resources in Wide-Area Distributed Computational Grids								IEEE TRANSACTIONS ON COMPUTERS				61	4			458	473		10.1109/TC.2011.62			APR 2012	2012	In large-scale computational Grids, discovery of heterogeneous resources as a working group is crucial to achieving scalable performance. This paper presents a resource management scheme including a hierarchical cycloid overlay architecture, resource clustering and discovery algorithms for wide-area distributed Grid systems. We establish program/data locality by clustering resources based on their physical proximity and functional matching with user applications. We further develop dynamism-resilient resource management algorithm, cluster-token forwarding algorithm, and deadline-driven resource management algorithms. The advantage of the proposed scheme lies in low overhead, fast and dynamism-resilient multiresource discovery. The paper presents the scheme, new performance metrics, and experimental simulation results. This scheme compares favorably with other resource discovery methods in static and dynamic Grid applications. In particular, it supports efficient resource clustering, reduces communications cost, and enhances resource discovery success rate in promoting large-scale distributed supercomputing applications.									9	0	0	0	0	9			0018-9340	1557-9956		WOS:000300574100003		
J	You, Qi; Chen, Feng; Wang, Xi; Jiang, Yueming; Lin, Songyi				Lin, Song-Y i /A-1778-2012				Anti-diabetic activities of phenolic compounds in muscadine against alpha-glucosidase and pancreatic lipase								LWT-FOOD SCIENCE AND TECHNOLOGY				46	1			164	168		10.1016/j.lwt.2011.10.011			APR 2012	2012	Inhibitory mode mode and anti-diabetic activities of the Carols muscadine extracts on the alpha-glucosidase and pancreatic lipase were investigated. The IC50 values of the muscadine and its seed methanolic extracts against the alpha-glucosidase were 1.92 and 1.53 mg/mL, and those against the lipase were 34.41 and 8.63 mg/mL, respectively, which indicated the muscadine possessed the strong anti-diabetes activity. Particularly, the ethyl acetate (EtOAc) extract fractions exhibited the highest inhibitory activities against both enzymes. Since most of the phenolic compounds existed in the EtOAc fractions, it is suggested that phenolic compounds may be the main source against the alpha-glucosidase and pancreatic lipase. Twelve individual phenolics were identified by HPLC-MS. Ellagic acid and quercetin exhibited much stronger anti-diabetic activities among the selected phenolic standards. Besides, the extracts and the phenolic standards obeyed the competitive mode in their enzymatic inhibitions. Published by Elsevier Ltd.									30	3	0	25	1	33			0023-6438			WOS:000299987400024		
J	Grujicic, M.; Pandurangan, B.								Mesoscale analysis of segmental dynamics in microphase-segregated polyurea								JOURNAL OF MATERIALS SCIENCE				47	8			3876	3889		10.1007/s10853-011-6243-8			APR 2012	2012	Polyurea is an elastic co-polymer which possesses a very complex nanometer-scale microstructure consisting of (high glass-transition temperature, T (g)) hydrogen-bonded discrete hard domains dispersed within a (low T (g)) contiguous soft matrix. A number of experimental investigations reported in the open literature clearly established that (a) polyurea has an unusually high capacity for shock mitigation and (b) this ability of polyurea is related to its segmental dynamics (the same process which is responsible for the rubbery-to-glassy transition). Due to the fact that the segmental dynamics in question involves a large number of atoms with coordinated motion and, hence, is associated with nanosecond to microsecond characteristic times, it cannot be generally analyzed using all-atom molecular dynamics techniques. To overcome this problem, mesoscale coarse-grain simulation methods are employed in this study. Within the all-atomic simulation methods, the material is modeled as a collection of constituent atom-size particles. Within the mesoscale methods, on the other hand, this atomistic description of the material is replaced with a collection of coarser particles/beads which account for the collective degrees of freedom of the constituent atoms. Consequently, before the mesoscale methods could be employed to polyurea, all-atom molecular analyses had to be used to determine the basic properties (i.e., mass and radius) of the beads and to parameterize the mesoscale bonding and non-bonding forcefield functions. The mesoscale analyses were then used to (a) obtain critical information regarding the material microstructure and its evolution (from an initially fully blended homogeneous state) and (b) the segmental dynamics in the microsegregated state of the material.									9	0	0	2	0	9			0022-2461			WOS:000299524400047		
J	Tien, Yong Ming; Juang, C. Hsein; Chen, Jian-Min; Pai, Chih-Hung								Isointensity-isoexposure concept for seismic vulnerability analysis - A case study of the 1999 Chi-Chi, Taiwan earthquake								ENGINEERING GEOLOGY				131				1	10		10.1016/j.enggeo.2011.12.004			MAR 29 2012	2012	Fragility curves can be developed using analytical or empirical methods. When the actual building damage records and the associated ground motion data are available, empirical methods are often adopted. Traditionally, district-based records of building damage are analyzed for developing such fragility curves. In this paper, a new procedure based on the concept of "isointensity-isoexposure" is developed. The new procedure is demonstrated through a case study of the building damage records collected from the 1999 Chi-Chi, Taiwan earthquake. The results show that the fragility curves developed with the proposed procedure are more in-line with observations than with the traditional district-based procedure. The developed fragility model may be used for earthquake loss estimation and future emergency planning in the study area. The limitations of the proposed approach include: (1) the developed fragility curves are area-specific and may not be readily applicable to other regions, and (2) ground motion intensity data may not be available at every location in an area of interest. (C) 2012 Elsevier B.V. All rights reserved.									3	0	0	0	0	3			0013-7952			WOS:000302821000001		
J	Yang, Fengchun; Anilkumar, Parambath; Anderson, Ankoma; Cao, Li; Meziani, Mohammed J.; Parenzan, Alexander; Sun, Ya-Ping								Facile and Effective Post-Production Separation of Single-Walled Carbon Nanotubes with Paired Aromatic Molecules: A Molecular Tweezers Approach								JOURNAL OF PHYSICAL CHEMISTRY C				116	12			6800	6804		10.1021/jp210118q			MAR 29 2012	2012	As-produced single-walled carbon nanotubes (SWNTs) are mostly metallic and semiconducting mixtures. The population of semiconducting SWNTs in the as-produced mixtures is generally much higher than that of their metallic counterparts. Therefore, postproduction separation of metallic and semiconducting SWNTs is important to many potential uses of the nanotubes, especially those demanding higher electrical conductivity yet lower optical absorption. Because planar aromatic species are known to have somewhat different interactions with metallic and semiconducting SWNTs, in this work a molecule with a pair of planar aromatic moieties was specifically designed and synthesized to exaggerate the difference in its noncovalent functionalization and solubilization of the two types of nanotubes. As demonstrated, the molecule exhibited significant selectivity toward semiconducting SWNTs in the solubilization to allow the convenient harvesting of bulk metallic and semiconducting fractions in high purities. The results suggest that molecules with paired aromatic species or essentially molecular tweezers may represent a new class of agents for more effective and also relatively simple postproduction bulk separation of metallic and semiconducting SWNTs.									4	1	0	0	0	5			1932-7447			WOS:000302051100003		
J	Abramyan, Tigran; Snyder, James; Yancey, Jeremy A.; Stuart, Steven J.; Latour, Robert A.								Accurate simulation of peptide adsorption to polyethylene, poly(methyl-methacrylate), and silica surfaces using a modified CHARMM force field								ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY				243			591-COLL							MAR 25 2012	2012						11th International Biorelated Polymer Symposium / 243rd National Spring Meeting of the American-Chemical-Society (ACS)11th International Biorelated Polymer Symposium / 243rd National Spring Meeting of the American-Chemical-Society (ACS)	MAR 25-29, 2012MAR 25-29, 2012	Amer Chem Soc, Div Polymer Chem Inc; Amer Chem SocAmer Chem Soc, Div Polymer Chem Inc; Amer Chem Soc	San Diego, CASan Diego, CA	0	0	0	0	0	0			0065-7727			WOS:000324475104039		
