PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Brinkman, Kyle								EUROMAT 2015-Warsaw: A Bright Future for Materials Research in Europe A TMS/FEMS International Scholar Program Report								JOM				68	1			9	11		10.1007/s11837-015-1730-z			JAN 2016	2016										0	0	0	0	0	0			1047-4838	1543-1851		WOS:000367102800005		
J	Zhang, Lynn X.; Marcus, R. Kenneth								Mass spectra of diverse organic species utilizing the liquid sampling-atmospheric pressure glow discharge (LS-APGD) microplasma ionization source								JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY				31	1			145	151		10.1039/c5ja00376h			2016	2016	This laboratory has demonstrated the analytical versatility of the liquid sampling-atmospheric pressure glow discharge (LS-APGD) ionization source. Demonstrations have included elemental analysis of solutions and laser ablation (LA)-produced aerosols, ambient desorption of small organic molecules on substrates, and direct speciation of organometallic complexes in solution. Here we present initial efforts in mapping the operation space of the device as it applies to obtaining molecular mass spectra from diverse organic molecules. An initial parametric evaluation is performed using caffeine as the test molecule, with a preliminary limit of detection of 5.9 x 10(-9) x M (43 pg) for 20 mu L injections. Conditions optimum for that molecule are applied in assessing the qualitative nature of spectra from caffeine, sinapinic acid, daidzin (a flavonoid), a FITC-labeled lipid tethered ligand, the mass marker Ultramark 1621, and the heme-protein myoglobin. The product spectra for the small molecules are very much like what would be obtained from electrospray and atmospheric pressure chemical ionization sources, predominately the production of the protonated pseudomolecular ion of the form(M + H)(+). Themid-range molecules show ion signatures of the thermally stable fragments. Finally, the macromolecules yield mass spectra that are very much like those from electrospray, producing a range of protonated charged states. While much optimization and understanding are needed to best apply the source to such solutes, the fact that the same ion source can be used across the spectrum from elemental/isotopic analysis to perhaps proteomics is totally unique and is worthy of continued development.									4	0	0	1	0	4			0267-9477	1364-5544		WOS:000367315200010		
J	Price, A. J.; Monks, C. D.; Culpepper, A. S.; Duzy, L. M.; Kelton, J. A.; Marshall, M. W.; Steckel, L. E.; Sosnoskie, L. M.; Nichols, R. L.								High-residue cover crops alone or with strategic tillage to manage glyphosate-resistant Palmer amaranth (Amaranthus palmeri) in southeastern cotton (Gossypium hirsutum)								JOURNAL OF SOIL AND WATER CONSERVATION				71	1			1	11		10.2489/jswc.71.1.1			JAN-FEB 2016	2016	Glyphosate-resistant (GR) Palmer amaranth (Amaranthus palmeri S. Wats) is redefining row crop weed management in the southeast United States due to its widespread distribution, high competitive ability, copious seed production, and resilience against standard weed management programs. Herbicides alone are failing to provide adequate control of GR Palmer amaranth; thus, use of conventional tillage is increasing in the Southeast in order to control GR Palmer amaranth. Cultural practices consistent with maintenance of conservation tillage were evaluated to determine if they could suppress weeds in cotton (Gossypium hirsutum L.). An on-farm research and demonstration project was initiated in the fall of 2009 in Alabama, Georgia, South Carolina, and Tennessee to address well-founded concerns that conservation tillage systems were at risk because of GR Palmer amaranth. The research continued in certain states for two additional years. Cultural practices contrasted in the conservation tillage system were a no-till planted high-residue cover crop, one-time fall inversion tillage followed by the planting of a high-residue cover crop, and winter fallow only without a cover crop. Cover crop biomass yields varied from 570 to 6,790 kg ha(-1) (509 to 6,063 lb ac(-1)) depending on location, type of cover crop, planting date, and environment. Fall inversion tillage increased cover crop biomass at all locations, likely due to preparation of a favorable seed bed for seedling establishment or alleviation of soil compaction or both. One-time fall inversion tillage reduced the number of GR Palmer amaranth escapes compared with the other treatments. Where GR Palmer amaranth densities were relatively low (approximately 1,000 plants ha-1 [405 plants ac-1] or fewer), there were few differences in the number of GR Palmer amaranth escapes among treatments. Where GR Palmer amaranth densities were relatively high (18,000 plants ha-1 [7,284 plants ac-1] or greater), winter fallow systems had higher Palmer amaranth densities escaping weed management programs compared to either cover crop system. The number of Palmer amaranth escapes declined exponentially as a function of cover crop biomass regardless of tillage. For sites with two years of data, no year by treatment interaction was detected, indicating that relative GR Palmer amaranth escape densities were sustained in each treatment for two seasons. Trends in cotton yields were the opposite of those for Palmer amaranth escapes. High-residue cover crops tended to suppress Palmer amaranth and increase cotton lint yields. However, no cultural management system consistently netted greater returns than other systems across locations and years.									0	0	0	0	0	0			0022-4561	1941-3300		WOS:000367460000005		
J	Beita-Sandi, Wilson; Ersan, Mahmut Selim; Uzun, Habibullah; Karanfil, Tanju					Beita-Sandi, Wilson/0000-0002-3825-2858			Removal of N-nitrosodimethylamine precursors with powdered activated carbon adsorption								WATER RESEARCH				88				711	718		10.1016/j.watres.2015.10.062			JAN 1 2016	2016	The main objective of this study was to examine the roles of powdered activated carbon (PAC) characteristics (i.e., surface chemistry, pore size distribution, and surface area) in the removal of N-nitrosodimethylamine (NDMA) formation potential (FP) in surface and wastewater-impacted waters. Also, the effects of natural attenuation of NDMA precursors in surface waters, NDMA FP concentration, and carbon dose on the removal of NDMA FP by PAC were evaluated. Finally, the removal of NDMA FP by PAC at two full-scale DWTPs was monitored. Wastewater-impacted and surface water samples were collected to conduct adsorption experiments using different PACs and activated carbon fibers (ACFs) with a wide range of physicochemical characteristics. The removal efficiency of NDMA FP by PAC was significantly higher in wastewater-impacted than surface waters. Adsorbable NDMA precursors showed a size distribution in the waters tested; the adsorbable fraction included precursors accessing the pore size regions of 10-20 angstrom and <10 angstrom. Basic carbons showed higher removal of NDMA FP than acidic carbons on a surface area basis. The overall removal of NDMA FP by PAC on a mass basis depended on the surface area, pore size distribution and pHpzc. Thus, PACs with hybrid characteristics (micro and mesoporous), higher surface areas, and basic surface chemistry are more likely to be effective for NDMA precursor control by PAC adsorption. The application of PAC in DWTPs for taste and odor control resulted in an additional 20% removal of NDMA FP for the PAC doses of 7-10 mg/L. The natural attenuation of NDMA precursors through a combination of processes (biodegradation, photolysis and adsorption) decreased their adsorbability and removal by PAC adsorption. (C) 2015 Elsevier Ltd. All rights reserved.									2	0	0	2	0	2			0043-1354			WOS:000367276500069	26584342	
J	Duffy, Lauren N.; Stone, Garrett; Chancellor, H. Charles; Kline, Carol S.								Tourism development in the Dominican Republic: An examination of the economic impact to coastal households								TOURISM AND HOSPITALITY RESEARCH				16	1	SI		35	49		10.1177/1467358415613118			JAN 2016	2016	Coastal tourism projects are promoted in the Dominican Republic as national-level economic development initiatives that will create jobs for local residents, subsequently benefiting the households in these communities. However, the economic benefits of tourism can be severely weakened as a result of the neoliberal economic policies that guide such projects. Like other economically developing countriesparticularly small island nationsthe Dominican Republic embraced neoliberal policies that have ultimately reshaped the country's economic, political, cultural, and physical landscape. As a result, transnational companies, foreign investors, and large-scale enclave tourism projects are the dominant form of tourism development in the Dominican Republic. Though companies' revenue and profit data are not available for analysis of economic leakage, households can be investigated to understand the level of economic benefits obtained by residents of the local communities. Toward this end, 360 household surveys were collected to examine household income and material assets across 12 coastal communities in three regions of the Dominican Republic. Because of the noted differences in previous development literature, gender of the head of households and whether the household was dependent on income from tourism employment were compared across these measures after adjusting for regional differences. Results indicate that the gender of the head of the household and tourism dependency positively predicted household income, while only gender of the head of the household predicted material assets.									0	0	0	0	0	0			1467-3584	1742-9692		WOS:000366645800004		
J	Maleki, Farzam Safarzadeh; Khan, Abdul A.								A novel Local Time Stepping algorithm for shallow water flow simulation in the discontinuous Galerkin framework								APPLIED MATHEMATICAL MODELLING				40	1			70	84		10.1016/j.apm.2015.04.038			JAN 1 2016	2016	This paper introduces a generic and efficient Local Time Stepping (LTS) algorithm called Local Flux Flagged-Local Time Stepping (LFF-LTS). The applicability of LFF-LTS algorithm to the solution of shallow water flow equations, utilizing the discontinuous Galerkin finite element framework, is investigated for uniform and non-uniform meshes. The proposed algorithm can be incorporated in any numerical scheme using an explicit time integration scheme. The new scheme is developed by combining and modifying the two existing LTS algorithms, where the domain time step (maximum allowable time step within the domain based on the Courant-Friedrichs-Lewy condition) and the local time step for an element is determined such that the stability criterion is satisfied for all elements. Frozen flux approximation is used during the intermediate time step as the solution for each element is advanced to the domain time step. The algorithm is applied to idealized and practical shallow water flow problems with wet/dry and partially wet bed conditions, and its accuracy and efficiency are compared to the traditional Global Time Stepping (GTS) method. Results show that, with no loss of accuracy, the new LTS algorithm achieves 47-73% CPU time reduction when compared to the GTS method. The accuracy of the LFF-LTS and GTS algorithms are compared with analytical/measured data and found to be in good agreement. The LFF-LTS algorithm is compared with the two existing LTS schemes and found to be more efficient. (C) 2015 Elsevier Inc. All rights reserved.									1	0	0	0	0	1			0307-904X	1872-8480		WOS:000367020900006		
J	Liu, C.; Liu, W.; Lu, X.; Chen, W.; Chen, F.; Yang, J.; Zheng, L.								Non-destructive discrimination of conventional and glyphosate-resistant soybean seeds and their hybrid descendants using multispectral imaging and chemometric methods								JOURNAL OF AGRICULTURAL SCIENCE				154	1			1	12		10.1017/S0021859614001142			JAN 2016	2016	Soybean is an important oil- and protein-producing crop and over the last few decades soybean genetic transformation has made rapid strides. The probability of occurrence of transgene flow should be assessed, although the discrimination of conventional and transgenic soybean seeds and their hybrid descendants is difficult in fields. The feasibility of non-destructive discrimination of conventional and glyphosate-resistant soybean seeds and their hybrid descendants was examined by a multispectral imaging system combined with chemometric methods. Principal component analysis (PCA), partial least squares discriminant analysis (PLSDA), least squares-support vector machines (LS-SVM) and back propagation neural network (BPNN) methods were applied to classify soybean seeds. The current results demonstrated that clear differences among conventional and glyphosate-resistant soybean seeds and their hybrid descendants could be easily visualized and an excellent classification (98% with BPNN model) could be achieved. It was concluded that multispectral imaging together with chemometric methods would be a promising technique to identify transgenic soybean seeds with high efficiency.									2	0	0	2	0	2			0021-8596	1469-5146		WOS:000367194200001		
J	Bowers, Edmond P.; Wang, Jun; Tirrell, Jonathan M.; Lerner, Richard M.					Wang, Jun/0000-0003-4485-7201			A CROSS-LAGGED MODEL OF THE DEVELOPMENT OF MENTOR-MENTEE RELATIONSHIPS AND INTENTIONAL SELF-REGULATION IN ADOLESCENCE								JOURNAL OF COMMUNITY PSYCHOLOGY				44	1			118	138		10.1002/jcop.21746			JAN 2016	2016	Intentional self-regulatory, or goal-directed, skills are essential for positive social relationships, success, and well-being during adolescence. Prior theory has suggested that mentoring relationships may provide a key resource for building these skills. However, there is little direct evidence linking mentoring relationships to growth in youth intentional self-regulation (ISR). Accordingly, we examined the bidirectional relations between mentor-mentee relationship and ISR using data from 415 mentor-mentee dyads from programs around the United States. The 415 youth (48% female) ranged in age from 10.14 to 20.65 and were ethnically and socioeconomically diverse. The 114 mentors (58.8% female; 64% Caucasian) were, on average, 33.6 years of age. Results from cross-lagged structural equation modeling indicated that a latent factor of mentor-mentee relationship predicted growth in a latent factor of youth ISR. These findings support the role of mentors in promoting youth ISR. The implications of these findings for the training of practitioners are discussed.									0	0	0	0	0	0			0090-4392	1520-6629		WOS:000366832400008		
J	Zhao, Xiaolei; Yuan, Cai; Lv, Wenhua; Xu, Shilin; Yao, Jianquan								A polarization-independent terahertz plasmon-induced transparency metamaterial based on hybrid graphene-gold structure for bio-sensing								JOURNAL OF MODERN OPTICS				63	3			200	206		10.1080/09500340.2015.1073803			2016	2016	A polarization-independent terahertz metamaterial based on hybrid graphene-gold structure with excellent refractive index sensing characteristics is proposed. The proposed structure exhibits a sharply narrow plasmon-induced transparency peak in the transmission spectrum at the terahertz regime. Obvious frequency shift in the transparency peak can be observed by varying the surrounding medium's refractive index or the Fermi level in graphene, which can be well applied in bio-sensing technology. Moreover, an electrical RLC circuit model is used to provide a reasonable explanation for the optical response process in the proposed structure. Our work can offer reference value for the application of graphene technology as well as new idea for designing novel biosensors.									1	0	0	0	0	1			0950-0340	1362-3044		WOS:000367162300004		
J	Chen, Kang; Shen, Haiying; Yan, Li								DSearching: Using Floating Mobility Information for Distributed Node Searching in DTNs								IEEE TRANSACTIONS ON MOBILE COMPUTING				15	1			121	136		10.1109/TMC.2015.2409867			JAN 2016	2016	In delay tolerant networks (DTNs), enabling a mobile node to search and find another interested mobile node is an important function in many applications. However, the movement of nodes in DTNs makes the problem formidable. Current node searching methods in disconnected networks mainly rely on fixed stations in the network and infrastructure-based communication to collect node position information, which is difficult to implement in DTNs. In this paper, we present DSearching, a distributed mobile node searching scheme for DTNs that requires no infrastructure. In DSearching, the entire DTN area is split into sub-areas, and each node summarizes its mobility information as both transient sub-area visiting record and long-term movement pattern. Upon arriving at a sub-area, a node generates a new visiting record for the sub-area and distributes it to nodes that are likely to stay in the previous sub-area, so that visiting records form a chain for the locators to trace the node. Each node also stores different parts of its long-term mobility pattern to long-staying nodes in different sub-areas for others to trace it when visiting records are absent. Considering that nodes in DTNs usually have limited resources, DSearching constrains the communication and storage cost in the information distribution while enabling efficient node searching. Advanced extensions that can further improve the searching efficiency is also proposed in this paper. Extensive trace-driven experiments with real traces demonstrate the high efficiency and high effectiveness of DSearching.									1	0	0	0	0	1			1536-1233	1558-0660		WOS:000365990700009		
