PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Kennedy, Ann R.; Crucian, Brian; Huff, Janice L.; Klein, Sabra L.; Morens, David; Murasko, Donna; Nickerson, Cheryl A.; Sonnenfeld, Gerald								Effects of Sex and Gender on Adaptation to Space: Immune System								JOURNAL OF WOMENS HEALTH				23	11			956	958		10.1089/jwh.2014.4913			NOV 1 2014	2014	This review is focused on sex and gender effects on immunological alterations occurring during space flight. Sex differences in immune function and the outcome of inflammatory, infectious, and autoimmune diseases are well documented. The work of the Immunology Workgroup identified numerous reasons why there could be sex and/or gender differences observed during and after spaceflight, but thus far, there has been very little investigation in this area of research. In most cases, this is due to either a low total number of subjects or the minimal number of female flight crew members available for these studies. Thus, the availability of a sufficient number of female subjects to enable statistical analysis of the data has been a limiting factor. As the inclusion of female crew members has increased in the recent past, such studies should be possible in the future. It is very difficult to obtain immunologic and infectious data in small animals that can be usefully extrapolated to humans undergoing spaceflight. Thus, it is recommended by the Immunology Workgroup that a greater emphasis be placed on studying astronauts themselves, with a focus on long-term evaluations of specific, known infectious risks.									5	0	0	1	0	5			1540-9996	1931-843X		WOS:000344868200012	25401940	
J	Huang, Yongxi (Eric); Fan, Yueyue; Chen, Chien-Wei								An Integrated Biofuel Supply Chain to Cope with Feedstock Seasonality and Uncertainty								TRANSPORTATION SCIENCE				48	4	SI		540	554		10.1287/trsc.2013.0498			NOV 2014	2014	A biofuel supply chain consists of various interdependent components from feedstock resources all the way to energy demand sites. This study focuses on the design of an efficient biofuel supply chain system against seasonal variations and uncertainties of feedstock supply in an integrative manner. By integrating planning and operational decisions in a stochastic programming framework, we aim at finding an effective design strategy for biofuel supply chain that is economically viable and hedges well against a wide range of future uncertainties. A solution algorithm based on scenario decomposition is designed to overcome computational challenges involved in large-scale applications. A California case study is implemented to demonstrate the applicability of the proposed methods in evaluating the economic potential, the infrastructure needs, and the risk of waste-based bioethanol production.									5	0	0	0	0	5			0041-1655			WOS:000344880400006		
J	Greenfield, Dianne I.; Duquette, Ashley; Goodson, Abby; Keppler, Charles J.; Williams, Sarah H.; Brock, Larissa M.; Stackley, Krista D.; White, David; Wilde, Susan B.								The Effects of Three Chemical Algaecides on Cell Numbers and Toxin Content of the Cyanobacteria Microcystis aeruginosa and Anabaenopsis sp.								ENVIRONMENTAL MANAGEMENT				54	5			1110	1120		10.1007/s00267-014-0339-2			NOV 2014	2014	Toxic cyanobacteria blooms are a growing concern for public health and safety, due in part to the production of the hepatotoxin microcystin by certain species, including Microcystis aeruginosa. Management strategies for controlling cyanobacteria blooms include algaecide treatments, often with copper sulfate, and more recently oxidizers such as sodium percarbonate that produce hydrogen peroxide. This study assessed the effects of two copper-containing algaecides and one sodium percarbonate-containing algaecide on mitigating cell numbers and toxin content of cultured M. aeruginosa and summer (July) bloom samples of Anabaenopsis sp. in a brackish stormwater detention pond. Monitoring of the bloom revealed that Anabaenopsis sp. was associated with elevated levels of orthophosphate compared to nitrogen (dissolved inorganic nitrogen to phosphorus ratios were 0.19-1.80), and the bloom decline (September-October) was likely due to lower autumn water temperatures combined with potential grazing by the dinoflagellate Protoperidinium quinquecorne. Laboratory-based algaecide experiments included three dose levels, and cyanobacteria cell numbers and microcystin concentrations (particulate and dissolved) were evaluated over 7 d. Following exposure, copper-containing treatments generally had lower cell numbers than either sodium percarbonate-containing or control (no algaecide) treatments. Addition of algaecides did not reduce overall microcystin levels, and a release of toxin from the particulate to dissolved phase was observed in most treatments. These findings indicate that algaecide applications may visibly control cyanobacteria bloom densities, but not necessarily toxin concentrations, and have implications for public health and safety.									7	1	0	6	0	8			0364-152X	1432-1009		WOS:000344387800012	25078538	
J	Fuentes, Latice; Moore, Lindsay J.; Rodgers, John H., Jr.; Bowerman, William W.; Yarrow, Gregory K.; Chao, Wayne Y.								ROLE OF SEDIMENTS IN MODIFYING THE TOXICITY OF TWO ROUNDUP FORMULATIONS TO SIX SPECIES OF LARVAL ANURANS								ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY				33	11			2616	2620		10.1002/etc.2725			NOV 2014	2014	The role of sediment in modifying the toxicity of the original formulation of Roundup (R) and Roundup WeatherMAX (R) was examined in aqueous laboratory tests. Six species of anurans (Bufo fowleri, Hyla chrysoscelis, Rana catesbeiana, Rana clamitans, Rana sphenocephala, and Rana pipiens) were exposed at Gosner stage 25 to concentrations of the 2 herbicide formulations in 96-h, static, nonrenewal experiments in the presence and absence of sediment. All species tested had lower median lethal concentration values in water-only exposures of both formulations compared with exposures with sediment. Sediment significantly altered the potency slopes in all tests with the exceptions of H. chrysoscelis and R. clamitans when exposed to the original formulation of Roundup and H. chrysoscelis and R. sphenocephala when exposed to Roundup WeatherMAX. Thresholds were significantly different in all tests, including those in which potency slopes did not differ. Based on water-sediment exposures of the original formulation of Roundup, all 6 species tested had a margin of safety when compared with the predicted environmental concentration of the highest label application rate. Of the 6 species, 5 had a margin of safety when exposed to Roundup WeatherMAX. During incidental exposures in the field, sediments and organic matter present in aquatic systems provide significant sources of environmental ligands. If used according to label instructions, both herbicides should pose minimal risk to anuran amphibians in actual field applications. Environ Toxicol Chem 2014;33:2616-2620. (c) 2014 SETAC									2	0	0	2	0	2			0730-7268	1552-8618		WOS:000344178100031	25132544	
J	Abdelhamid, Mahmoud; Singh, Rajendra; Qattawi, Ala; Omar, Mohammed; Haque, Imtiaz					Abdelhamid, Mahmoud/0000-0003-2644-1616			Evaluation of On-Board Photovoltaic Modules Options for Electric Vehicles								IEEE JOURNAL OF PHOTOVOLTAICS				4	6			1576	1584		10.1109/JPHOTOV.2014.2347799			NOV 2014	2014	This paper presents an overview of different commercial photovoltaic (PV) module options to power on-board electric vehicles (EVs). We propose the evaluation factors, constraints, and the decision-making criteria necessary to assess the suitability of this PV module for this application. The incorporation of quality function deployment (QFD) and the analytical hierarchy process (AHP) is the decision-making methodology used in this study. Our approach is innovative and robust in that the evaluation depends upon data collected from PV manufactures datasheets. Unlike traditional research, a hybrid AHP and QFD innovative decision-making methodology has been created, and current commercial PV market data for all pairwise comparisons are used to show that methodology. Using both cooled and uncooled PV modules, best, intermediate, and worst-case scenarios were used to estimate the driving ranges of lightweight EVs powered exclusively by bulk silicon PV modules. Results showed that the available daily driving ranges were between 25 and 60 km and that the CO2 emissions were reduced between 3 and 6.5 kg, compared with internal combustion vehicles of a similar type. We found that mono-Si PV modules were most suited to power low-speed, lightweight, and aerodynamically efficient EVs.									10	0	0	0	0	10			2156-3381			WOS:000344542900040		
J	Jiang, Hao; Zhai, Jiannan; Wahba, Sally K.; Mazumder, Biswajit; Hallstrom, Jason O.								Fast Distributed Simulation of Sensor Networks Using Optimistic Synchronization								IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS				25	11			2888	2898		10.1109/TPDS.2013.263			NOV 2014	2014	Network simulation is an important tool for testing and evaluating wireless sensor network applications. Parallel simulation strategies improve the scalability of these tools. However, achieving high performance depends on reducing the synchronization overhead among simulation processes. In this paper, we present an optimistic simulation algorithm with support for backtracking and re-execution. The algorithm reduces the number of synchronization cycles to the number of transmissions in the network under test. We implement SnapSim, an extension to the popular Avrora simulator, based on this algorithm. The experimental results show that our prototype system improves the performance of Avrora by 2 to 10 times for typical network-centric sensor network applications, and up to three orders of magnitude for applications that use the radio infrequently. We also implement a distributed version of SnapSim, D-SnapSim, which runs on a cluster. The experimental results show that D-SnapSim further improves the performance of SnapSim by up to 10 times for applications that use the radio frequently.									1	0	0	0	0	1			1045-9219	1558-2183		WOS:000343904400012		
J	McCreadie, John W.; Adler, Peter H.								Abundance-occupancy relationships of larval black flies (Diptera: Simuliidae) in temperate Nearctic streams								INSECT CONSERVATION AND DIVERSITY				7	6			523	532		10.1111/icad.12075			NOV 2014	2014	1. This study examines abundance-occupancy relationships of larval black flies in temperate streams of the south-eastern United States. It is the first study of abundance-occupancy relationships in lotic macro-invertebrate assemblages to focus on a single family. We address the following questions: (i) Do larval black flies show a strong inter-specific abundance-occupancy relationship? (ii) Do widespread and abundant species demonstrate greater niche breadth (NB) or niche position (NP) than do species with limited distributions and low local abundances? (iii) Does the abundance-occupancy relationship change between habitat generalists and specialists?2. Species abundance was measured as the total mean relative abundance over all sites. Three measures of occupancy were used: occurrence (number of sites occupied), latitudinal extent of occupancy, and longitudinal extent of occupancy. Niche-based indices (breadth and position) were expressed as multivariate indices of habitat variables, reflecting variation in the niche of a species, as opposed to a simple range.3. Non-ecological factors (sampling, analytical artefacts, phylogenetic non-independence) accounted for our results and, accordingly, we focus on ecological explanations of inter-specific abundance-occupancy relationships, grounded in niche and meta-population theory. When occupancy was measured as the number of sites at which a species occurred, a strong inter-specific abundance-occupancy relationship was found. Niche-based indices did not have a significant influence on shaping this relationship. When occupancy was measured as geographic extent, the abundance-occupancy relationship was weak or non-significant, although niche-based indices had a significant effect on occupancy. No evidence supported the notion that meta-population dynamics influence abundance-occupancy relationships. Abundance-occupancy relationship is a summation of individual species traits, a point that often receives little attention.									0	0	0	0	0	0			1752-458X	1752-4598		WOS:000344017100004		
J	Amoroso, Jake; Marra, James C.; Tang, Ming; Lin, Ye; Chen, Fanglin; Su, Dong; Brinkman, Kyle S.				Chen, Fanglin/K-1039-2012; 	Chen, Fanglin/0000-0001-9942-8872; Brinkman, Kyle/0000-0002-2219-1253			Melt processed multiphase ceramic waste forms for nuclear waste immobilization								JOURNAL OF NUCLEAR MATERIALS				454	1-3			12	21		10.1016/j.jnucmat.2014.07.035			NOV 2014	2014	Ceramic waste forms are promising hosts for nuclear waste immobilization as they have the potential for increased durability and waste loading compared with conventional borosilicate glass waste forms. Ceramics are generally processed using hot pressing, spark plasma sintering, and conventional solid-state reaction, however such methods can be prohibitively expensive or impractical at production scales. Recently, melt processing has been investigated as an alternative to solid-state sintering methods. Given that melter technology is currently in use for High Level Waste (HLW) vitrification in several countries, the technology readiness of melt processing appears to be advantageous over sintering methods. This work reports the development of candidate multi-phase ceramic compositions processed from a melt. Cr additions, developed to promote the formation and stability of a Cs containing hollandite phase were successfully incorporated into melt processed multi-phase ceramics. Control of the reduction-oxidation (Redox) conditions suppressed undesirable Cs-Mo containing phases, and additions of Al and Fe reduced the melting temperature. (C) 2014 Elsevier B.V. All rights reserved.									7	0	0	1	0	7			0022-3115	1873-4820		WOS:000344428900003		
J	Wen, X. Y.; Huang, J.; Xiao, H.; Yang, M. H.								ZnO-coated SMS structure interrogated by a fiber ring laser for chemical sensing								MEASUREMENT SCIENCE AND TECHNOLOGY				25	11					114002	10.1088/0957-0233/25/11/114002			NOV 2014	2014	A zinc oxide (ZnO)-coated single mode-multimode-single mode fiber (SMS) structure interrogated by a fiber ring laser has been developed as a chemical sensor. Response to relative humidity (RH) and ethanol volatilization was evaluated by tracking the wavelength shifts of the output laser line in different moisture environments and ethanol solutions, respectively. For humidity sensing a linear response with a measurement range of 4-96% RH, and a sensitivity of 0.06 nm per %RH were obtained. As for ethanol volatilization sensing obvious wavelength blue shift was observed for the sensor immersed in 50% and 62% ethanol solution, while no variation could be detected in pure ethanol solution (purity larger than 97%). With the advantages of low cost, ease of fabrication and sensitive response, ZnO-coated SMS interrogated with a fiber ring laser was demonstrated to be an effective sensor for humidity and ethanol volatilization sensing.					4th Conference on Asia Pacific Optical Sensors (APOS)4th Conference on Asia Pacific Optical Sensors (APOS)	OCT 15-18, 2013OCT 15-18, 2013	Wuhan Univ Technol; Univ Elect Sci & Technol China; Hong Kong Polytechn Univ; Harbin Engn Univ; Huazhong Univ Sci & Technol; Nat Sci Fdn China; Chinese Opt SocWuhan Univ Technol; Univ Elect Sci & Technol China; Hong Kong Polytechn Univ; Harbin Engn Univ; Huazhong Univ Sci & Technol; Nat Sci Fdn China; Chinese Opt Soc	Wuhan, PEOPLES R CHINAWuhan, PEOPLES R CHINA	4	1	0	0	0	5			0957-0233	1361-6501		WOS:000343940800003		
J	Dahle, Jessica T.; Arai, Yuji								Effects of Ce(III) and CeO2 Nanoparticles on Soil-Denitrification Kinetics								ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY				67	4			474	482		10.1007/s00244-014-0031-9			NOV 2014	2014	Cerium (Ce)-based compounds, such as CeO2 nanoparticles (NPs), have received much attention in the last several years due to their popular applications in industrial and commercial uses. Understanding the impact of CeO2 NPs on nutrient cycles, a subchronic toxicity study of CeO2 NPs on soil-denitrification process was performed as a function of particle size (33 and 78 nm), total Ce concentration (50-500 mg L-1), and speciation [Ce(IV) vs. Ce(III)]. The antimicrobial effect on the soil-denitrification process was evaluated in both steady-state and zero-order kinetic models to assess particle- and chemical-species specific toxicity. It was found that soluble Ce(III) was far more toxic than Ce(IV)O-2 NPs when an equal total concentration of Ce was evaluated. Particle size-dependent toxicity, species-dependent toxicity, and concentration-dependent toxicity were all observed in this study for both the steady-state and the kinetic evaluations. Changes in physicochemical properties of Ce(IV)O-2 NPs might be important in assessing the environmental fate and toxicity of NPs in aquatic and terrestrial environments.									2	0	0	1	0	2			0090-4341	1432-0703		WOS:000343751500002	24760446	
