PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Hanson, Thomas E.; Campbell, Barbara J.; Kalis, Katie M.; Campbell, Mark A.; Klotz, Martin G.				Rechsteiner, Cindyr/C-2144-2011; Klotz, Martin/D-2091-2009; Hanson, Thomas/G-9386-2016	Klotz, Martin/0000-0002-1783-375X; Hanson, Thomas/0000-0002-1967-5986			Nitrate ammonification by Nautilia profundicola AmH: experimental evidence consistent with a free hydroxylamine intermediate								FRONTIERS IN MICROBIOLOGY				4						180	10.3389/fmicb.2013.00180			JUL 4 2013	2013	The process of nitrate reduction via nitrite controls the fate and bioavailability of mineral nitrogen within ecosystems; i.e., whether it is retained as ammonium (ammonification) or lost as nitrous oxide or dinitrogen (denitrification). Here, we present experimental evidence for a novel pathway of microbial nitrate reduction, the reverse hydroxylamine:ubiquinone reductase module (reverse-HURM) pathway. Instead of a classical ammonia-forming nitrite reductase that performs a 6 electron-transfer process, the pathway is thought to employ two catalytic redox modules operating in sequence: the reverse-HURM reducing nitrite to hydroxylamine followed by a hydroxylamine reductase that converts hydroxylamine to ammonium. Experiments were performed on Nautilia profundicola strain AmH, whose genome sequence led to the reverse-HURM pathway proposal. N. profundicola produced ammonium from nitrate, which was assimilated into biomass. Furthermore, genes encoding the catalysts of the reverse-HURM pathway were preferentially expressed during growth of N. profundicola on nitrate as an electron acceptor relative to cultures grown on polysulfide as an electron acceptor. Finally, nitrate-grown cells of N. profundicola were able to rapidly and stoichiometrically convert high concentrations of hydroxylamine to ammonium in resting cell assays. These experiments are consistent with the reverse-HURM pathway and a free hydroxylamine intermediate, but could not definitively exclude direct nitrite reduction to ammonium by the reverse-HURM with hydroxylamine as an off-pathway product. N. profundicola and related organisms are models for a new pathway of nitrate ammonification that may have global impact due to the wide distribution of these organisms in hypoxic environments and symbiotic or pathogenic associations with animal hosts.									14	0	0	13	0	14			1664-302X			WOS:000331243000002	23847604	
J	Wang, Di; Ni, Hui; Li, Lijun; Chen, Feng; Xiao, Anfeng; Cai, Huinong; Sun, Wenjin								Identification and characterization of Aspergillus aculeatus JMUdb058 for naringinase production								Weishengwu Xuebao				53	7			691	701					JUL 4 2013	2013	[Objective] A new naringinase. producing strain. JMUdb058 was identified and characterized. [Methods] The strain was identified by morphological observation and 28S rDNA homogeneous analysis. Naringinase was identified by monitoring the hydrolysis of naringin to prunin and naringenin using a reversed phase High Performance Liquid Chromatography (HPLC). The regulation of naringinase expression was studied by measuring naringinase activity of 11 different carbon sources and 7 nitrogen sources in shaking cultivation. The naringinase. producing capacity was investigated in both solid. state fermentation and submerged fermentation. [Results] The macro. morphology and micro. morphology of JMUdb058 corresponded to the characteristics of Aspergillus section Nigri Gams. and the 28S rDNA sequences showed homogeneity at 100% to Aspergillus aculeatus. Crude enzymes prepared by both submerged fermentation and solid. state fermentation could hydrolyze naringin to prunin and naringenin. In addition. the enzyme could remove naringin from citrus juice effectively. Carbon resources. including hesperidin. naringin. rutin and rhamnose. and organic nitrogen resources. i.e.. tryptone. soybean meal. yeast extract and corn syrup were shown to express the naringinase. The strain had an outstanding ability to yield naringinase in the solid. state fermentation. which showed an alpha-L-rhamnosidase activity of 5903 U/gds by HPLC. and the naringinase of 1939U/gds by HPLC and 72232 U/gds by Davis method. [Conclusion] It is the first time to report a stain of Aspergillus aculeatus can produce naringinase. carbon source containing rhamnose groups are able to induce the enzyme expression. The stain JMUdb058 is a new microorganism source for high yield of naringinase. in particularly by the solid. state fermentation.									0	7	0	1	0	7			0001-6209			BCI:BCI201400110096		
J	Dragic, Peter; Ballato, John								inside view								ELECTRONICS LETTERS				49	14			853	854		10.1049/el.2013.2075			JUL 4 2013	2013										0	0	0	0	0	0			0013-5194			WOS:000322200600002		
J	Dragic, P. D.; Ballato, J.								Characterisation of Raman gain spectra in Yb:YAG-derived optical fibres								ELECTRONICS LETTERS				49	14			895	896		10.1049/el.2013.1386			JUL 4 2013	2013	For the first time, Raman gain spectra are measured for three all-glass Yb:YAG crystal-derived optical fibres. It is shown that fibres derived from YAG have a reduced Raman gain relative to that of pure silica, partly because of a significant broadening of the silica Raman lines, and also partly because of yttria and alumina possessing a lower gain than that of silica. Such a designer-materials approach for suppression of stimulated Raman scattering can enable future high-energy and high-peak-power fibre laser systems.									7	1	0	0	0	8			0013-5194			WOS:000322200600027		
J	Liu, Zhiming; Ma, Lingling; Zhang, Jack; Hongsirikarn, Kitiya; Goodwin, James G., Jr.								Pt Alloy Electrocatalysts for Proton Exchange Membrane Fuel Cells: A Review								CATALYSIS REVIEWS-SCIENCE AND ENGINEERING				55	3			255	288		10.1080/01614940.2013.795455			JUL 3 2013	2013	Both the CO poisoning problem on the anode and the slow oxygen reduction reaction kinetics on the cathode lead to significantly decreased output power and energy utilization efficiency and remain main obstacles hindering commercialization of proton-exchange membrane fuel cells (PEMFCs). A promising means to mitigate CO poisoning and to improve the oxidation reduction reaction (ORR) activity is through the use of platinum alloy catalysts. This article reviews recent developments in Pt alloy catalyst utilization and addresses activity comparisons and the relationship between activity and structure characteristics. The mechanisms for improved CO-tolerance and ORR activity are also discussed. Finally, theoretical studies on Pt alloy catalysts are discussed briefly.									22	1	0	1	0	22			0161-4940			WOS:000321687800001		
J	Pilkay, G. L.; Reay-Jones, F. P. F.; Greene, J. K.								Oviposition by Cylindromyia euchenor (WALKER) (Diptera: Tachinidae) in the Brown Stink Bug, Euschistus servus (SAY) (Hemiptera: Pentatomidae)								PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON				115	3			289	293					JUL 2013	2013										1	0	0	1	0	1			0013-8797			WOS:000322608300007		
J	Armijo, C. B.; Foulk, J. A.; Whitelock, D. P.; Hughs, S. E.; Holt, G. A.; Gillum, M. N.								FIBER AND YARN PROPERTIES FROM HIGH-SPEED ROLLER GINNING OF UPLAND COTTON								APPLIED ENGINEERING IN AGRICULTURE				29	4			461	471					JUL 2013	2013	Selective breeding has improved upland cotton fiber properties. New high-speed roller ginning technology has advanced to the point that processing capacities have approached that of saw ginning. Producers seeking a better price for their upland cotton are interested in fiber property and textile mill performance data comparing cultivars processed by both saw and roller ginning. Three diverse cultivars, one of them stripper-harvested, were processed by saw ginning, conventional roller ginning, and high-speed roller ginning, with different levels of lint cleaning appropriate to each treatment. Samples were submitted for HVI and AFIS fiber property analysis. Ring-spun yarn from each treatment was tested. Results showed that the roller gin (conventional and high speed) produced fiber that was longer more uniform, had less short fiber, and fewer neps than the saw gin stand. Turnout, color grade, and leaf were not different among gin stand type. With respect to yarn properties, the conventional/high-speed roller gin had fewer thick places, but was higher in vegetable and foreign dark matter (contaminants), seed coats, and neps. The composition of neps changed as fiber was processed into yarn. The conventional/high-speed roller gin had fewer raw stock and card mat neps than the saw gin stand, but more neps in finished yarn. Differences jamong cultivar were prevalent throughout the study. In addition to differences in length, strength, and immature fiber content, the cultivar that was stripper harvested had double the trash content at harvest. There were differences in most fiber properties, but not yarn properties, among lint cleaner type. Roller gin lint cleaning was less aggressive than saw-type lint cleaning and had longer fiber, better uniformity, and fewer neps. Saw-type lint cleaning had better color and leaf grades, and less lint trash. There was no appreciable difference between the two types of roller gin lint cleaning used, but one saw-type lint cleaner as opposed to two was less damaging to the fiber Although roller ginned upland cotton is a niche market, textile mills value the higher quality obtained from roller ginning. Newer upland cultivars may make roller ginning a viable option in parts of the Unites States where roller ginning has not been available previously.									1	0	0	0	0	1			0883-8542			WOS:000324154500003		
J	Hernandez-Garbanzo, Yenory; Griffin, Sarah; Cason, Katherine L; Loberger, Ginger; Williams, Joel; Baker, Susan; Coffee, Aubrey; Linton, Brittney; Hall, Trisha; Hayden, Victoria								A content analysis of nutrition education curricula used with low-income audiences: implications for questionnaire development.								Health promotion practice				14	4			534	42		10.1177/1524839912461355			2013-Jul	2013	In developing recommendations for core measures/items for the evaluation of the Youth Expanded Food and Nutrition Education Program (EFNEP), three nutrition education curricula, implemented by land grant universities, were content analyzed. Selection criteria included the following: Curriculum content must include all EFNEP core content areas and must be implemented in more than one state with school children in third through fifth grades. Content analysis strategies were employed to identify and describe common areas/themes and mediators of behaviors addressed across the selected curricula. Content analysis coding was based on a list of behavioral mediators, which have empirical associations with nutrition, physical activity, and food safety. The most evident approaches identified across the three curricula were to enhance motivation, teach cognitive knowledge, and practice behavioral skills. The presence of self-regulation and environmental theory-based strategies was limited in all three curricula. In addition, multiple themes for nutrition, physical activity, and food safety were commonly addressed across curricula with multiple educational strategies. Based on these findings, recommendations for developing content appropriate measures and items for an outcome evaluation tool for Youth EFNEP are provided.									2	0	0	0	0	2			1524-8399			MEDLINE:23159995	23159995	
J	Lee, Cindy M.								Winner and runners-up of the 2012 best paper award								ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY				32	7			1437	1437		10.1002/etc.2252			JUL 2013	2013										0	0	0	0	0	0			0730-7268			WOS:000319874100001	23733664	
J	White, Heidi K.; Buhr, Gwendolen; McConnell, Eleanor; Sullivan, Robert J., Jr.; Twersky, Jack; Colon-Emeric, Cathleen; Heflin, Mitchell; Cutson, Toni M.; Logan, William; Lyles, Kenneth; Pinheiro, Sandro O.								An Advanced Course in Long Term Care for Geriatric Medicine Fellows								JOURNAL OF THE AMERICAN MEDICAL DIRECTORS ASSOCIATION				14	7			499	506		10.1016/j.jamda.2013.02.012			JUL 2013	2013	Long term care deserves focused attention within a geriatric medicine fellowship curriculum to ensure that graduates are prepared not only for clinical care but also for the leadership, administrative, educational, quality improvement, and health policy aspects of their future roles. This report describes the curriculum development and program evaluation of an advanced course in long term care for geriatric medicine fellows and other graduate/post-graduate health professionals at Duke University. Course evaluation had 4 goals: (1) to determine how well the learning objectives were met; (2) to evaluate individual components of the course to improve subsequent offerings; (3) to determine whether additional topics needed to be added; and (4) to evaluate the effectiveness of the discussion forum component of the course. Learner self-efficacy improved within all competency areas but especially those of practice-based learning and system-based practice. Evaluation results led to curriculum revision that has maintained course relevance and sustained it within the larger geriatrics fellowship curriculum. Components of this course can be easily adapted to other curricular settings for fellows and residents. Copyright (C) 2013 - American Medical Directors Association, Inc.									2	0	0	0	0	2			1525-8610			WOS:000321491400009	23623522	
