PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Zhao, Liang; Huang, Ting-Zhu; Zhu, Liu; Deng, Liang-Jian								Golub-Kahan-Lanczos based preconditioner for least squares problems in overdetermined and underdetermined cases								JOURNAL OF COMPUTATIONAL ANALYSIS AND APPLICATIONS				23	1			11	30					JUL 2017	2017	We present an effective preconditioner for solving least squares problems in full ranked overdetermined and underdetermined cases. The preconditioner, generated from Golub-Kahan-Lanczos method, can approximately replace a few largest singular values by one without altering the rest. This property accelerates the convergence, thereby improves the efficiency of the algorithm for solving the least squares problems with ill-conditioned system matrix which is caused by large singular values. In this paper we focus on the overdetermined and the underdetermined cases.									0	0	0	0	0	0			1521-1398	1572-9206		WOS:000392908900001		
J	Iwinski, Kyla J; Rodgers, John H Jr; Kinley, Ciera M; Hendrikse, Maas; Calomeni, Alyssa J; McQueen, Andrew D; Geer, Tyler D; Liang, Jenny; Friesen, Vanessa; Haakensen, Monique								Influence of CuSO4 and chelated copper algaecide exposures on biodegradation of microcystin-LR.								Chemosphere				174				538	544		10.1016/j.chemosphere.2017.01.079			2017-May	2017	Copper exposures from algaecide applications in aquatic systems are hypothesized to impede bacterial degradation of microcystin (MC), a cyanobacterial produced hepatotoxin. Despite regulatory implications of this hypothesis, limited data exist on influences of copper-exposures on MC-degrading bacteria and consequent MC-degradation. In this study, influences of copper-algaecide concentrations and formulations on bacterial composition and microcystin-LR (MCLR) degradation were investigated. Microcystis aeruginosa was exposed to four concentrations (0-5.0mg CuL-1) of three copper-algaecide formulations, and rates and extents of MCLR degradation were measured. In untreated controls and following exposures of 0.1, 0.5, and 1.0mg CuL-1, MCLR concentrations decreased at a rate of 41-53mug MCLR/Ld-1. Following exposure to 5.0mg CuL-1 MCLR degradation rates decreased an order of magnitude to 3-7mug MCLR/Ld-1. Bacterial diversity decreased following copper-exposures greater than 0.1mg CuL-1 for all formulations. Relative abundance of certain groups of MC-degrading bacteria identified in treatments increased with increasing copper concentration, suggesting they may be less sensitive to copper exposures than other, MCLR and non MC-degrading heterotrophic bacteria present in the assemblage. Results from this study revealed that copper concentration can influence degradation rates of MCLR, however this influence was not significant within copper concentrations currently registered for use (≤1.0mg CuL-1) of the tested algaecides. Copper formulation did not significantly alter degradation rates or bacterial composition. These data augment our understanding of the influences of copper algaecide-exposures on MCLR degradation, and can be used to inform more accurate risk evaluations and use of copper-algaecides for management of MCLR-producing cyanobacteria.									0	0	0	0	0	0				1879-1298		MEDLINE:28193586	28193586	
J	Chen, Chen; Apul, Onur Guven; Karanfil, Tanju								Removal of bromide from surface waters using silver impregnated activated carbon.								Water research				113				223	230		10.1016/j.watres.2017.01.019			2017-Apr-15	2017	The main objectives of this study were to develop an understanding of silver impregnated activated carbon (SIAC) preparation for enhanced bromide (Br-) removal from water, and to investigate the impact of aqueous background composition on the Br- removal. Several SIACs were produced using various combinations of oxidation and silver impregnation procedures and powdered activated carbons (ACs). Regardless of the preparation procedure, SIACs showed significantly Br- uptakes than the virgin ACs. The Br- removal efficiency was affected by (i) the background water composition (e.g. Cl- and NOM competition reduced the Br- uptake), (ii) silver impregnation process (e.g. silver content, pre-oxidation of virgin AC; silver impregnation largely increased the Br- removal, and the pre-oxidation of AC prior to silver impregnation was found to be important), and (iii) AC characteristics (e.g. surface area, oxygen content; SIACs with higher silver contents and larger surface areas exhibited higher degrees of Br- removal). The Br- removal by SIAC reduced the formation of brominated THMs. Jar test results showed that coagulation did not have an impact on Br- removal by SIAC.									0	0	0	0	0	0				1879-2448		MEDLINE:28226281	28226281	
J	Zhang, Yueyuan; Northcutt, Julie; Hanks, Tim; Miller, Ian; Pennington, Bill; Jelinek, Raz; Han, Inyee; Dawson, Paul								Polydiacetylene sensor interaction with food sanitizers and surfactants								FOOD CHEMISTRY				221				515	520		10.1016/j.foodchem.2016.09.168			APR 15 2017	2017	Polydiacetylene (PDA) vesicles are of interest as biosensors, particularly for pathogenic bacteria. As part of a food monitoring system, interaction with food sanitizers/surfactants was investigated. PDA vesicles were prepared by inkjet-printing, photopolymerized and characterized by dynamic light scattering (DLS) and UV/Vis spectroscopy. The optical response of PDA vesicles at various concentrations verses a fixed sanitizer/surfactant concentration was determined using a two variable factorial design. Sanitizer/surfactant response at various concentrations over time was also measured. Results indicated that only Vigilquat and TritonX-100 interacted with PDA vesicles giving visible colour change out of 8 sanitizers/surfactants tested. PDA vesicle concentration, sanitizer/surfactant concentration, and time all had a significant (P < 0.0001) effect on colour change. As they are highly sensitive to the presence of Vigilquat and TritonX-100, PDA sensors could be used to detect chemical residues as well as for detection of various contaminants in the food industry. (C) 2016 Published by Elsevier Ltd.									0	0	0	0	0	0			0308-8146	1873-7072		WOS:000389909100065	27979235	
J	Zhu, JianCai; Chen, Feng; Wang, LingYing; Niu, YunWei; Xiao, ZuoBing								Evaluation of the synergism among volatile compounds in Oolong tea infusion by odour threshold with sensory analysis and E-nose								FOOD CHEMISTRY				221				1484	1490		10.1016/j.foodchem.2016.11.002			APR 15 2017	2017	Twenty-four kinds of representative aroma compounds in Oolong tea were selected to evaluate the interactions by the variation in the threshold values of these compounds before, and after, they were mixed. Result demonstrated that the ratios of the referenced threshold values of heptanal, beta-damascenone, and methional to their determined thresholds were larger, namely, 5, 3.85, and 2.5, respectively. On the other hand, the mixed compounds with similar structure and aroma mainly presented a synergistic effect and additive action. Moreover, a masking effect was found among compounds with different structures. (E)-2-hexenal was added to tea infusion at a concentration below its threshold level to investigate whether, or not, the sub-threshold compounds affected the overall odour sensation of Oolong tea by sensory analysis and electronic nose (E-nose). The result indicated that the aroma of the tea infusion with added (E)-2-hexenal had changed before, and after, they were mixed. (C) 2016 Elsevier Ltd. All rights reserved.									0	0	0	0	0	0			0308-8146	1873-7072		WOS:000389909100189	27979119	
J	Li, Lin; Chakravorty, Arghya; Alexov, Emil								DelPhiForce, a tool for electrostatic force calculations: Applications to macromolecular binding.								Journal of computational chemistry				38	9			584	593		10.1002/jcc.24715			2017-Apr-05	2017	Long-range electrostatic forces play an important role in molecular biology, particularly in macromolecular interactions. However, calculating the electrostatic forces for irregularly shaped molecules immersed in water is a difficult task. Here, we report a new tool, DelPhiForce, which is a tool in the DelPhi package that calculates and visualizes the electrostatic forces in biomolecular systems. In parallel, the DelPhi algorithm for modeling electrostatic potential at user-defined positions has been enhanced to include triquadratic and tricubic interpolation methods. The tricubic interpolation method has been tested against analytical solutions and it has been demonstrated that the corresponding errors are negligibly small at resolution 4 grids/A. The DelPhiForce is further applied in the study of forces acting between partners of three protein-protein complexes. It has been demonstrated that electrostatic forces play a dual role by steering binding partners (so that the partners recognize their native interfaces) and exerting an electrostatic torque (if the mutual orientations of the partners are not native-like). The output of DelPhiForce is in a format that VMD can read and visualize, and provides additional options for analysis of protein-protein binding. DelPhiForce is available for download from the DelPhi webpage at http://compbio.clemson.edu/downloadDir/delphiforce.tar.gz 2017 Wiley Periodicals, Inc.									0	0	0	0	0	0				1096-987X		MEDLINE:28130775	28130775	
J	Shi, Lu; Zhang, Donglan; Wang, Liang; Zhuang, Junyang; Cook, Rebecca; Chen, Liwei								Meditation and blood pressure: a meta-analysis of randomized clinical trials.								Journal of hypertension				35	4			696	706		10.1097/HJH.0000000000001217			2017-Apr	2017	OBJECTIVES: We meta-analyzed the effect of meditation on blood pressure (BP), including both transcendental meditation and non-transcendental meditation interventions.METHODS: We identified randomized controlled trials (RCTs) that examined the BP responses to meditation interventions through a systematic literature search of the PubMed, ABI/INFORM, MEDLINE, EMBASE, PsycINFO, and CINAHL databases (from January 1980 to October 2015). We meta-analyzed the change in SBP and DBP, stratified by type of meditation (transcendental meditation vs. non-transcendental meditation intervention) and by type of BP measurement [ambulatory BP monitoring (ABPM) vs. non-ABPM measurement].RESULTS: Nineteen studies met the eligibility criteria. Among the studies using the ABPM measurement, the pooled SBP effect estimate was -2.49 mmHg [95% confidence interval (CI): -7.51, 2.53] for transcendental meditation intervention (statistically insignificant) and -3.77 mmHg (95% CI: -5.33, -2.21) for non-transcendental meditation interventions, whereas the pooled DBP effect estimate was -4.26 mmHg (95% CI: -6.21, -2.31) for transcendental meditation interventions and -2.18 mmHg (95% CI: -4.28, -0.09) for non-transcendental meditation interventions. Among the studies using the non-ABPM measurement, the pooled SBP effect estimate from transcendental meditation interventions was -5.57 mmHg (95% CI: -7.41, -3.73) and was -5.09 mmHg with non-transcendental meditation intervention (95% CI: -6.34, -3.85), whereas the pooled effect size in DBP change for transcendental meditation interventions was -2.86 mmHg (95% CI: -4.27, -1.44) and was -2.57 mmHg (95% CI: -3.36, -1.79) for non-transcendental meditation interventions.CONCLUSION: Non-transcendental meditation may serve as a promising alternative approach for lowering both SBP and DBP. More ABPM-measured transcendental meditation interventions might be needed to examine the benefit of transcendental meditation intervention on SBP reduction.									0	0	0	0	0	0				1473-5598		MEDLINE:28033127	28033127	
J	Bomarito, G. F.; Hochhalter, J. D.; Ruggles, T. J.; Cannon, A. H.								Increasing accuracy and precision of digital image correlation through pattern optimization								OPTICS AND LASERS IN ENGINEERING				91				73	85		10.1016/j.optlaseng.2016.11.005			APR 2017	2017	The accuracy and precision of digital image correlation (DIC) is based on three primary components: image acquisition, image analysis, and the subject of the image. Focus on the third component, the image subject, has been relatively limited and primarily concerned with comparing pseudo-random surface patterns. In the current work, a strategy is proposed for the creation of optimal DIC patterns. In this strategy, a pattern quality metric is developed as a combination of quality metrics from the literature rather than optimization based on any single one of them. In this way, optimization produces a pattern which balances the benefits of multiple quality metrics. Specifically, sum of square of subset intensity gradients (SSSIG) was found to be the metric most strongly correlated to DIC accuracy and thus is the main component of the newly proposed pattern quality metric. A term related to the secondary auto-correlation peak height is also part of the proposed quality metric which effectively acts as a constraint upon SSSIG ensuring that a regular (e.g., checkerboard-type) pattern is not achieved. The combined pattern quality metric is used to generate a pattern that was on average 11.6% more accurate than a randomly generated pattern in a suite of numerical experiments. Furthermore, physical experiments were performed which confirm that there is indeed improvement of a similar magnitude in DIC measurements for the optimized pattern compared to a random pattern.									0	0	0	0	0	0			0143-8166	1873-0302		WOS:000393264300008		
J	Martinez, Nicole E								Contributions from Women to the Radiation Sciences: A Brief History.								Health physics				112	4			376	383		10.1097/HP.0000000000000646			2017-Apr	2017	Contributions from men to radiation science are well known, particularly the early contributions from such luminaries as William Roentgen, James Chadwick, Niels Bohr, Robert Oppenheimer, and the like. Although not ignored per se, beyond Marie Curie and Lise Meitner, the contributions of female nuclear scientists are not as widely recognized. This paper provides a concise historical summary of contributions to radiation science from the discovery of radiation through the current status of international leadership within the radiation protection community. Beyond lead scientists and academics, this paper also considers support personnel as well as the role women have played in the advancement of radiation epidemiology.									0	0	0	0	0	0				1538-5159		MEDLINE:28234697	28234697	
J	Gillenwalters, Elizabeth; Martinez, Nicole								Review of Gender and Racial Diversity in Radiation Protection.								Health physics				112	4			384	391		10.1097/HP.0000000000000640			2017-Apr	2017	The rapidly changing demographics of the United States workforce include a large number of women and members of minority groups that are currently underrepresented in science and engineering-related education and careers. Recent research indicates that while singular incidents of sexism do exist, gender bias more often affects women in various subtle ways. The effects of stereotype threat and the lack of appropriate mentoring and female role models are samples of the possible factors contributing to performance and longevity for women in math-intensive fields. To address how this issue affects those in radiation protection, the current status of women in the field is reviewed as a progression through the scientific pipeline, from education and employment to positions in scientific bodies and professional recognition, with primary focus on American women and institutions. Racial diversity demographics are reviewed where available. Findings indicate women and minority racial groups are underrepresented in multiple aspects of education, research, and leadership. While gender diversity across the field has not yet reached gender parity, trending indicates that the percentage of women earning degrees in radiation protection has consistently increased over the last four decades. Diversity of racial groups, however, has remained fairly consistent and is well below national averages. Diverse perspectives have been documented in collective problem-solving to lead to more innovative solutions.									0	0	0	0	0	0				1538-5159		MEDLINE:28234698	28234698	
