PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
R	Bain, Lisa J; Roling, Jonathan; Baldwin, William S; Maples, Nikki L; Peterson, Janis S								GSM420283: Juvenile_As exposed_172ppb_rep3.								Gene Expression Omnibus														2011-12-14	2009	As juvenile 172_3.									0	0	0	0	0	0						DRCI:DATA2012107000393213		
R	Bain, Lisa J; Roling, Jonathan; Baldwin, William S; Maples, Nikki L; Peterson, Janis S; Gonzalez, Horacio O								GSM420331: Juvenile_As exposed_1720ppb_rep1.								Gene Expression Omnibus														2011-12-14	2009	As juvenile 1720_1.									0	0	0	0	0	0						DRCI:DATA2012107000393153		
R	Bain, Lisa J; Roling, Jonathan; Baldwin, William S; Maples, Nikki L; Peterson, Janis S; Gonzalez, Horacio O								GSM420310: Juvenile_control_575ppb_rep5.								Gene Expression Omnibus														2011-12-14	2009	Control juvenile 575_5.									0	0	0	0	0	0						DRCI:DATA2012107000393110		
R	Bain, Lisa J; Roling, Jonathan; Baldwin, William S; Maples, Nikki L; Peterson, Janis S; Gonzalez, Horacio O								GSM420327: Juvenile_control_1720ppb_rep2.								Gene Expression Omnibus														2011-12-14	2009	Control juvenile 1720_2.									0	0	0	0	0	0						DRCI:DATA2012107000393147		
R	Bain, Lisa J; Roling, Jonathan; Baldwin, William S; Maples, Nikki L; Peterson, Janis S								GSM420279: Juvenile_control_172ppb_rep4.								Gene Expression Omnibus														2011-12-14	2009	Control juvenile 172_4.									0	0	0	0	0	0						DRCI:DATA2012107000393205		
R	Bain, Lisa J; Roling, Jonathan; Baldwin, William S; Maples, Nikki L; Peterson, Janis S								GSM420289: Female_control_575ppb_rep4.								Gene Expression Omnibus														2011-12-14	2009	Control female 575_4.									0	0	0	0	0	0						DRCI:DATA2012107000393225		
R	Bain, Lisa J; Roling, Jonathan; Baldwin, William S; Maples, Nikki L; Peterson, Janis S								GSM420281: Juvenile_As exposed_172ppb_rep1.								Gene Expression Omnibus														2011-12-14	2009	As juvenile 172_1.									0	0	0	0	0	0						DRCI:DATA2012107000393209		
R	Bain, Lisa J; Roling, Jonathan; Baldwin, William S; Maples, Nikki L; Peterson, Janis S; Gonzalez, Horacio O								GSM420278: Juvenile_control_172ppb_rep3.								Gene Expression Omnibus														2011-12-14	2009	Control juvenile 172_3.									0	0	0	0	0	0						DRCI:DATA2012107000393048		
R	Bain, Lisa J; Roling, Jonathan; Baldwin, William S; Maples, Nikki L; Peterson, Janis S; Gonzalez, Horacio O								GSM420282: Juvenile_As exposed_172ppb_rep2.								Gene Expression Omnibus														2011-12-14	2009	As juvenile 172_2.									0	0	0	0	0	0						DRCI:DATA2012107000393055		
R	Bain, Lisa J; Roling, Jonathan; Baldwin, William S; Maples, Nikki L; Peterson, Janis S; Gonzalez, Horacio O								GSM420324: Male_As exposed_1720ppb_rep4.								Gene Expression Omnibus														2011-12-14	2009	As male 1720_4.									0	0	0	0	0	0						DRCI:DATA2012107000393141		
R	Bain, Lisa J; Roling, Jonathan; Baldwin, William S; Maples, Nikki L; Peterson, Janis S								GSM420269: Male_control_172ppb_rep4.								Gene Expression Omnibus														2011-12-14	2009	Control male 172_4.									0	0	0	0	0	0						DRCI:DATA2012107000393186		
R	Bain, Lisa J; Roling, Jonathan; Baldwin, William S; Maples, Nikki L; Peterson, Janis S								GSM420268: Male_control_172ppb_rep3.								Gene Expression Omnibus														2011-12-14	2009	Control male 172_3.									0	0	0	0	0	0						DRCI:DATA2012107000393185		
R	Bain, Lisa J; Roling, Jonathan; Baldwin, William S; Maples, Nikki L; Peterson, Janis S								GSM420286: Female_control_575ppb_rep1.								Gene Expression Omnibus														2011-12-14	2009	Control female 575_1.									0	0	0	0	0	0						DRCI:DATA2012107000393219		
R	Bain, Lisa J; Roling, Jonathan; Baldwin, William S; Maples, Nikki L; Peterson, Janis S								GSM420287: Female_control_575ppb_rep2.								Gene Expression Omnibus														2011-12-14	2009	Control female 575_2.									0	0	0	0	0	0						DRCI:DATA2012107000393221		
R	Bain, Lisa J; Roling, Jonathan; Baldwin, William S; Maples, Nikki L; Peterson, Janis S								GSM420280: Juvenile_control_172ppb_rep5.								Gene Expression Omnibus														2011-12-14	2009	Control juvenile 172_5.									0	0	0	0	0	0						DRCI:DATA2012107000393207		
